1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, GU, LA)","GE RUNOFF ELECTION % (GA, GU, LA)","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES
1111,IL,Illinois,16,H0IL16184,,Dani,Brzozowski,"Brzozowski, Dani",,D,50811,100%,,,119313,35.2831064676676%,,,,,W,,
1112,IL,Illinois,16,n/a,,,,,Party Votes:,D,50811,,,,,,,,,,,,
1113,IL,Illinois,16,n/a,,Braden,McCullough,"McCullough, Braden",,W,,,,,4,0.00118287551122401%,,,,,,,
1114,IL,Illinois,16,n/a,,Roy,Jones,"Jones, Roy",,W,,,,,3,0.000887156633418007%,,,,,,,
1115,IL,Illinois,16,n/a,,,,,District Votes:,,96107,,,,338159,,,,,,,,
1116,IL,Illinois,17,H2IL17071,(I),Cheri,Bustos,"Bustos, Cheri",,D,56388,99.6659419905615%,,,156011,52.0218743226796%,,,,,W,W,
1117,IL,Illinois,17,H0IL17125 ,,Spanky,Edwards,"Edwards, Spanky",,W(D),189,0.334058009438464%,,,,,,,,,,,
1118,IL,Illinois,17,n/a,,,,,Party Votes:,D,56577,,,,,,,,,,,,
1119,IL,Illinois,17,H0IL17083,,Esther Joy,King,"King, Esther Joy",,R,19464,65.1253053166929%,,,143863,47.9711232264626%,,,,,W,,
1120,IL,Illinois,17,H4IL17077,,William W. ,Fawell,"Fawell, William W. ",,R,10423,34.8746946833071%,,,,,,,,,,,
1121,IL,Illinois,17,n/a,,,,,Party Votes:,R,29887,,,,,,,,,,,,
1122,IL,Illinois,17,H0IL17133,,General,Parker (The General),"Parker, General",,W,,,,,21,0.00700245085780023%,,,,,,,
1123,IL,Illinois,17,n/a,,,,,District Votes:,,86464,,,,299895,,,,,,,,
1124,IL,Illinois,18,H6IL18088,(I),Darin ,LaHood,"LaHood, Darin ",,R,59542,100%,,,261840,70.4099989512718%,,,,,W,W,
1125,IL,Illinois,18,n/a,,,,,Party Votes:,R,59542,,,,,,,,,,,,
1126,IL,Illinois,18,H0IL18073,,George,Petrilli,"Petrilli, George",,D,,,,,110039,29.5900010487282%,,,,,W,,
1127,IL,Illinois,18,n/a,,,,,District Votes:,,59542,,,,371879,,,,,,,,
1128,IL,Illinois,H,n/a,,,,,Total State Votes:,,1974835,,,,5876819,,,,,,,,
1129,,,,n/a,,,,,,,,,,,,,,,,,,,
1130,IN,Indiana,01,H0IN01150,,Frank J.,Mrvan,"Mrvan, Frank J.",,D,29575,32.8450535293856%,,,185180,56.6389762286358%,,,,,W,W,
1131,IN,Indiana,01,H0IN01135,,"Thomas M., Jr.",McDermott,"McDermott, Thomas M., Jr.",,D,25426,28.2373062058549%,,,,,,,,,,,
1132,IN,Indiana,01,H0IN01143,,Jim,Harper,"Harper, Jim",,D,9133,10.1428190662343%,,,,,,,,,,,
1133,IN,Indiana,01,H0IN01200,,Melissa A.,Borom,"Borom, Melissa A.",,D,7792,8.65354715472436%,,,,,,,,,,,
1134,IN,Indiana,01,H0IN01168,,Mara Candelaria,Reardon,"Reardon, Mara Candelaria",,D,6997,7.77064546221847%,,,,,,,,,,,
1135,IN,Indiana,01,H0IN01184,,Sabrina,Haake,"Haake, Sabrina",,D,4365,4.84763004753232%,,,,,,,,,,,
1136,IN,Indiana,01,H0IN01283,,Carrie,Castro,"Castro, Carrie",,D,1330,1.47705566167651%,,,,,,,,,,,
1137,IN,Indiana,01,H0IN01291,,John Henry,Hall,"Hall, John Henry",,D,1223,1.35822486784239%,,,,,,,,,,,
1138,IN,Indiana,01,H0IN01267,,Scott,Costello,"Costello, Scott",,D,1126,1.250499755675%,,,,,,,,,,,
1139,IN,Indiana,01,H8IN01146,,"Antonio (Tony), Sr.",Daggett,"Daggett, Antonio (Tony), Sr.",,D,965,1.07169828084048%,,,,,,,,,,,
1140,IN,Indiana,01,H0IN01192,,Wendell,Mosby,"Mosby, Wendell",,D,893,0.991737372839945%,,,,,,,,,,,
1141,IN,Indiana,01,H6IN01157,,Jayson,Reeves,"Reeves, Jayson",,D,526,0.584158855670561%,,,,,,,,,,,
1142,IN,Indiana,01,H0IN01309,,Andrew,Sylwestrowicz,"Sylwestrowicz, Andrew",,D,396,0.439784994002932%,,,,,,,,,,,
1143,IN,Indiana,01,H0IN01176,,Ryan,Farrar,"Farrar, Ryan",,D,297,0.329838745502199%,,,,,,,,,,,
1144,IN,Indiana,01,n/a,,,,,Party Votes:,D,90044,,,,,,,,,,,,
1145,IN,Indiana,01,H8IN01096,,Mark,Leyva,"Leyva, Mark",,R,10799,34.9210968826801%,,,132247,40.4489398925823%,,,,,W,,
1146,IN,Indiana,01,H0IN01317,,William F. (Bill),Powers,"Powers, William F. (Bill)",,R,7073,22.8722028198163%,,,,,,,,,,,
1147,IN,Indiana,01,H0IN01226,,Spencer T.,Lemmons,"Lemmons, Spencer T.",,R,4748,15.3537705342129%,,,,,,,,,,,
1148,IN,Indiana,01,H0IN01242,,Mont,Handley,"Handley, Mont",,R,3625,11.7222868969086%,,,,,,,,,,,
1149,IN,Indiana,01,H0IN01234,,Dion,Bergeron,"Bergeron, Dion",,R,3127,10.111887207347%,,,,,,,,,,,
1150,IN,Indiana,01,H0IN01218,,Delano M.,Scaife,"Scaife, Delano M.",,R,1552,5.01875565903505%,,,,,,,,,,,
1151,IN,Indiana,01,n/a,,,,,Party Votes:,R,30924,,,,,,,,,,,,
1152,IN,Indiana,01,H0IN01275,,Michael,Strauss,"Strauss, Michael",,LIB,*,,,,9521,2.91208387878195%,,,,,*,,"*  The Libertarian Party nominated by convention on March 7, 2020.  Convention nominees are noted with an asterisk."
1153,IN,Indiana,01,n/a,,,,,District Votes:,,120968,,,,326948,,,,,,,,
1154,IN,Indiana,02,H0IN02190,(I),Jackie ,Walorski,"Walorski, Jackie ",,R,39628,78.8820988514442%,,,183601,61.4938640443718%,,,,,W,W,
1155,IN,Indiana,02,H0IN02240,,Christopher Glenn,Davis,"Davis, Christopher Glenn",,R,10609,21.1179011485558%,,,,,,,,,,,
1156,IN,Indiana,02,n/a,,,,,Party Votes:,R,50237,,,,,,,,,,,,
1157,IN,Indiana,02,H8IN02177,,Patricia (Pat),Hackett,"Hackett, Patricia (Pat)",,D,32708,77.8261593737359%,,,114967,38.5061359556282%,,,,,W,,
1158,IN,Indiana,02,H0IN02232,,Ellen,Marks,"Marks, Ellen",,D,9319,22.1738406262641%,,,,,,,,,,,
1159,IN,Indiana,02,n/a,,,,,Party Votes:,D,42027,,,,,,,,,,,,
1160,IN,Indiana,02,n/a,,,,,District Votes:,,92264,,,,298568,,,,,,,,
1161,IN,Indiana,03,H6IN03229,(I),Jim,Banks,"Banks, Jim",,R,64574,85.2192044764695%,,,220989,67.8398531393611%,,,,,W,W,
1162,IN,Indiana,03,H0IN03222,,Christopher (Chris),Magiera,"Magiera, Christopher (Chris)",,R,11200,14.7807955235305%,,,,,,,,,,,
1163,IN,Indiana,03,n/a,,,,,Party Votes:,R,75774,,,,,,,,,,,,
1164,IN,Indiana,03,H0IN03230,,Chip,Coldiron,"Coldiron, Chip",,D,13545,38.8911220856782%,,,104762,32.160146860639%,,,,,W,,
1165,IN,Indiana,03,H0IN03248,,"Carlos, Jr.",Marcano,"Marcano, Carlos, Jr.",,D,10759,30.8918111864017%,,,,,,,,,,,
1166,IN,Indiana,03,H6IN03187,,Tommy Allan,Schrader,"Schrader, Tommy Allan",,D,5570,15.9928792925233%,,,,,,,,,,,
1167,IN,Indiana,03,H0IN03255,,Jean-Paul (JP) B.,Kalonji,"Kalonji, Jean-Paul (JP) B.",,D,4954,14.2241874353968%,,,,,,,,,,,
1168,IN,Indiana,03,n/a,,,,,Party Votes:,D,34828,,,,,,,,,,,,
1169,IN,Indiana,03,n/a,,,,,District Votes:,,110602,,,,325751,,,,,,,,
1170,IN,Indiana,04,H8IN04199,(I),Jim,Baird,"Baird, Jim",,R,65806,100%,,,225531,66.6236355848338%,,,,,W,W,
1171,IN,Indiana,04,n/a,,,,,Party Votes:,R,65806,,,,,,,,,,,,
1172,IN,Indiana,04,H8IN04140,,Joe,Mackey,"Mackey, Joe",,D,18086,53.9429730374612%,,,112984,33.3763644151662%,,,,,W,,
1173,IN,Indiana,04,H8IN04256,,Veronikka M.,Ziol,"Ziol, Veronikka M.",,D,9630,28.7222619899785%,,,,,,,,,,,
1174,IN,Indiana,04,H0IN04303,,Benjamin,Frederick,"Frederick, Benjamin",,D,4484,13.3738964447626%,,,,,,,,,,,
1175,IN,Indiana,04,H4IN04206,,Howard,Pollchik,"Pollchik, Howard",,D,1328,3.96086852779766%,,,,,,,,,,,
1176,IN,Indiana,04,n/a,,,,,Party Votes:,D,33528,,,,,,,,,,,,
1177,IN,Indiana,04,n/a,,,,,District Votes:,,99334,,,,338515,,,,,,,,
1178,IN,Indiana,05,H0IN05326,,Victoria,Spartz,"Spartz, Victoria",,R,34526,39.7023987488788%,,,208212,50.0237851551801%,,,,,W,W,
1179,IN,Indiana,05,H0IN05276,,Beth,Henderson,"Henderson, Beth",,R,15343,17.6433384696764%,,,,,,,,,,,
1180,IN,Indiana,05,H0IN05201,,Micah,Beckwith,"Beckwith, Micah",,R,11063,12.7216485361422%,,,,,,,,,,,
1181,IN,Indiana,05,H0IN05334,,Carl,Brizzi,"Brizzi, Carl",,R,5619,6.46144292909547%,,,,,,,,,,,
1182,IN,Indiana,05,H0IN05268,,Kent,Abernathy,"Abernathy, Kent",,R,4901,5.63579494491847%,,,,,,,,,,,
1183,IN,Indiana,05,H0IN05243,,Kelly Maureen,Mitchell,"Mitchell, Kelly Maureen",,R,4643,5.33911363584094%,,,,,,,,,,,
1184,IN,Indiana,05,H0IN05250,,Chuck,Dietzen,"Dietzen, Chuck",,R,4071,4.6813550746303%,,,,,,,,,,,
1185,IN,Indiana,05,H0IN05318,,Matthew (Matt) ,Hook,"Hook, Matthew (Matt) ",,R,2147,2.46889445964904%,,,,,,,,,,,
1186,IN,Indiana,05,H0IN05284,,Andrew,Bales,"Bales, Andrew",,R,1329,1.52825372001564%,,,,,,,,,,,
1187,IN,Indiana,05,H0IN05292,,Mark,Small,"Small, Mark",,R,1057,1.21547342517421%,,,,,,,,,,,
1188,IN,Indiana,05,H0IN05185,,Danny,Niederberger,"Niederberger, Danny",,R,675,0.776201099330742%,,,,,,,,,,,
1189,IN,Indiana,05,H4IN05088,,Victor,Wakley,"Wakley, Victor",,R,465,0.534716312872289%,,,,,,,,,,,
1190,IN,Indiana,05,H4IN05112,,Allen R.,Davidson,"Davidson, Allen R.",,R,411,0.47262022492583%,,,,,,,,,,,
1191,IN,Indiana,05,H6IN07204,,Russell H.,Stwalley,"Stwalley, Russell H.",,R,379,0.43582254317978%,,,,,,,,,,,
1192,IN,Indiana,05,H0IN05359,,Matthew,Hullinger,"Hullinger, Matthew",,R,333,0.382925875669833%,,,,,,,,,,,
1193,IN,Indiana,05,n/a,,,,,Party Votes:,R,86962,,,,,,,,,,,,
1194,IN,Indiana,05,H0IN05219,,Christina,Hale,"Hale, Christina",,D,30123,40.7568766997253%,,,191226,45.9428291360943%,,,,,W,,
1195,IN,Indiana,05,H8IN05188,,Dee,Thornton,"Thornton, Dee",,D,20049,27.1266016317363%,,,,,,,,,,,
1196,IN,Indiana,05,H8IN05196,,Jennifer,Christie,"Christie, Jennifer",,D,13345,18.0559877687426%,,,,,,,,,,,
1197,IN,Indiana,05,H0IN05227,,Andy,Jacobs,"Jacobs, Andy",,D,9817,13.2825501630383%,,,,,,,,,,,
1198,IN,Indiana,05,H6IN03088,,Ralph,Spelbring,"Spelbring, Ralph",,D,575,0.777983736757364%,,,,,,,,,,,
1199,IN,Indiana,05,n/a,,,,,Party Votes:,D,73909,,,,,,,,,,,,
1200,IN,Indiana,05,H0IN05342,,Kenneth,Tucker,"Tucker, Kenneth",,LIB,*,,,,16788,4.03338570872555%,,,,,*,,"*  The Libertarian Party nominated by convention on March 7, 2020.  Convention nominees are noted with an asterisk."
1201,IN,Indiana,05,n/a,,,,,District Votes:,,160871,,,,416226,,,,,,,,
1202,IN,Indiana,06,H8IN06129,(I),Greg,Pence,"Pence, Greg",,R,62346,83.5961383748994%,,,225319,68.6502362794892%,,,,,W,W,
1203,IN,Indiana,06,H8IN06160,,Mike,Campbell,"Campbell, Mike",,R,12234,16.4038616251006%,,,,,,,,,,,
1204,IN,Indiana,06,n/a,,,,,Party Votes:,R,74580,,,,,,,,,,,,
1205,IN,Indiana,06,H8IN06152,,Jeannine Lee,Lake,"Lake, Jeannine Lee",,D,23900,70.3230742070264%,,,91103,27.7572795714978%,,,,,W,,
1206,IN,Indiana,06,H0IN06118,,Barry,Welsh,"Welsh, Barry",,D,5163,15.191549461543%,,,,,,,,,,,
1207,IN,Indiana,06,H6IN06024,,George T.,Holland,"Holland, George T.",,D,4923,14.4853763314306%,,,,,,,,,,,
1208,IN,Indiana,06,n/a,,,,,Party Votes:,D,33986,,,,,,,,,,,,
1209,IN,Indiana,06,H8IN06137,,Tom,Ferkinhoff,"Ferkinhoff, Tom",,LIB,*,,,,11791,3.59248414901299%,,,,,*,,"*  The Libertarian Party nominated by convention on March 7, 2020.  Convention nominees are noted with an asterisk."
1210,IN,Indiana,06,n/a,,,,,District Votes:,,108566,,,,328213,,,,,,,,
1211,IN,Indiana,07,H8IN07184,(I),Andr‚,Carson,"Carson, Andr‚",,D,62117,91.7682341296222%,,,176422,62.4352368279494%,,,,,W,W,
1212,IN,Indiana,07,H6IN07337,,Pierre Quincy,Pullins,"Pullins, Pierre Quincy",,D,5572,8.23176587037776%,,,,,,,,,,,
1213,IN,Indiana,07,n/a,,,,,Party Votes:,D,67689,,,,,,,,,,,,
1214,IN,Indiana,07,H0IN07256,,Susan Marie,Smith,"Smith, Susan Marie",,R,10705,43.0767373546336%,,,106146,37.5647631720506%,,,,,W,,
1215,IN,Indiana,07,H0IN07272,,Douglas L. (Doug),Merrill,"Merrill, Douglas L. (Doug)",,R,3519,14.1603959599211%,,,,,,,,,,,
1216,IN,Indiana,07,H2IN07096,,J.D.,Miniear,"Miniear, J.D.",,R,3517,14.1523479940445%,,,,,,,,,,,
1217,IN,Indiana,07,H0IN07264,,Jon J.,Davis,"Davis, Jon J.",,R,2712,10.9130417287031%,,,,,,,,,,,
1218,IN,Indiana,07,H0IN07280,,Martin G. (Mike),Ramey,"Ramey, Martin G. (Mike)",,R,2209,8.88897831073196%,,,,,,,,,,,
1219,IN,Indiana,07,H0IN07249,,Gerald,Walters,"Walters, Gerald",,R,2189,8.80849865196572%,,,,,,,,,,,
1220,IN,Indiana,07,n/a,,,,,Party Votes:,R,24851,,,,,,,,,,,,
1221,IN,Indiana,07,n/a,,,,,District Votes:,,92540,,,,282568,,,,,,,,
1222,IN,Indiana,08,H0IN08114,(I),Larry D.,Bucshon,"Bucshon, Larry D.",,R,51343,100%,,,214643,66.9468555940577%,,,,,W,W,
1223,IN,Indiana,08,n/a,,,,,Party Votes:,R,51343,,,,,,,,,,,,
1224,IN,Indiana,08,H0IN08213,,E. Thomasina,Marsili,"Marsili, E. Thomasina",,D,15097,36.2734262373859%,,,95691,29.8458908916246%,,,,,W,,
1225,IN,Indiana,08,H0IN08239,,Mike,Webster,"Webster, Mike",,D,13550,32.5564632388275%,,,,,,,,,,,
1226,IN,Indiana,08,H6IN08244,,Ron,Drake,"Drake, Ron",,D,12973,31.1701105237866%,,,,,,,,,,,
1227,IN,Indiana,08,n/a,,,,,Party Votes:,D,41620,,,,,,,,,,,,
1228,IN,Indiana,08,H0IN08221,,James D.,Rodenberger,"Rodenberger, James D.",,LIB,*,,,,10283,8.38976551409037%,,,,,*,,"*  The Libertarian Party nominated by convention on March 7, 2020.  Convention nominees are noted with an asterisk."
1229,IN,Indiana,08,n/a,,,,,District Votes:,,92963,,,,320617,,,,,,,,
1230,IN,Indiana,09,H6IN09176,(I),Trey,Hollingsworth,"Hollingsworth, Trey",,R,62962,100%,,,222057,61.8477709880291%,,,,,W,W,
1231,IN,Indiana,09,n/a,,,,,Party Votes:,R,62962,,,,,,,,,,,,
1232,IN,Indiana,09,H0IN09179,,Andy,Ruff,"Ruff, Andy",,D,21626,43.6747717909363%,,,122566,34.1373336527053%,,,,,W,,
1233,IN,Indiana,09,H0IN04246,,Mark J.,Powell,"Powell, Mark J.",,D,9872,19.9369900638178%,,,,,,,,,,,
1234,IN,Indiana,09,H0IN09161,,D. Liam,Dorris,"Dorris, D. Liam",,D,7813,15.778738185637%,,,,,,,,,,,
1235,IN,Indiana,09,H8IN09123,,Brandon,Hood,"Hood, Brandon",,D,6899,13.9328701833751%,,,,,,,,,,,
1236,IN,Indiana,09,H0IN09203,,"James C., III",O'Gabhann,"O'Gabhann, James C., III",,D,3306,6.67662977623395%,,,,,,,,,,,
1237,IN,Indiana,09,n/a,,,,,Party Votes:,D,49516,,,,,,,,,,,,
1238,IN,Indiana,09,H0IN09153,,Tonya L.,Millis,"Millis, Tonya L.",,LIB,*,,,,14415,4.01489535926559%,,,,,*,,"*  The Libertarian Party nominated by convention on March 7, 2020.  Convention nominees are noted with an asterisk."
1239,IN,Indiana,09,n/a,,,,,District Votes:,,112478,,,,359038,,,,,,,,
1240,IN,Indiana,H,n/a,,,,,Total State Votes:,,990586,,,,2996444,,,,,,,,
1241,,,,n/a,,,,,,,,,,,,,,,,,,,
1242,IA,Iowa,01,H0IA01174,,Ashley,Hinson,"Hinson, Ashley",,R,38552,77.8058083916931%,,,212088,51.245200776091%,,,,,W,W,
1243,IA,Iowa,01,H0IA01182,,Thomas,Hansen,"Hansen, Thomas",,R,10845,21.887424569618%,,,,,,,,,,,
1244,IA,Iowa,01,n/a,,,Scattered,Scattered,,W(R),152,0.306767038688975%,,,,,,,,,,,
1245,IA,Iowa,01,n/a,,,,,Party Votes:,R,49549,,,,,,,,,,,,
1246,IA,Iowa,01,H8IA01094,(I),Abby,Finkenauer,"Finkenauer, Abby",,D,72474,99.3393278140249%,,,201347,48.6499351243993%,,,,,W,,
1247,IA,Iowa,01,n/a,,,Scattered,Scattered,,W(D),482,0.660672185975108%,,,,,,,,,,,
1248,IA,Iowa,01,n/a,,,,,Party Votes:,D,72956,,,,,,,,,,,,
1249,IA,Iowa,01,n/a,,,Scattered,Scattered,,W,,,,,434,0.104864099509748%,,,,,,,
1250,IA,Iowa,01,n/a,,,,,District Votes:,,122505,,,,413869,,,,,,,,
1251,IA,Iowa,02,H8IA02043,,Mariannette ,Miller-Meeks,"Miller-Meeks, Mariannette ",,R,23052,47.6133429722194%,,,196964,49.9116883116883%,,,,,W,W,
1252,IA,Iowa,02,H0IA02164,,Bobby,Schilling,"Schilling, Bobby",,R,17582,36.3151915728597%,,,,,,,,,,,
1253,IA,Iowa,02,H0IA02206,,Steven,Everly,"Everly, Steven",,R,2806,5.79572446555819%,,,,,,,,,,,
1254,IA,Iowa,02,H0IA02198,,Rick,Phillips,"Phillips, Rick",,R,2444,5.04802230713622%,,,,,,,,,,,
1255,IA,Iowa,02,H0IA02222,,Tim,Borchardt,"Borchardt, Tim",,R,2370,4.89517711453062%,,,,,,,,,,,
1256,IA,Iowa,02,n/a,,,Scattered,Scattered,,W(R),161,0.332541567695962%,,,,,,,,,,,
1257,IA,Iowa,02,n/a,,,,,Party Votes:,R,48415,,,,,,,,,,,,
1258,IA,Iowa,02,H0IA02156,,Rita R.,Hart,"Hart, Rita R.",,D,67039,99.5973852325063%,,,196958,49.9101678808996%,,,,,W,,
1259,IA,Iowa,02,n/a,,,Scattered,Scattered,,W(D),271,0.402614767493686%,,,,,,,,,,,
1260,IA,Iowa,02,n/a,,,,,Party Votes:,D,67310,,,,,,,,,,,,
1261,IA,Iowa,02,n/a,,,Scattered,Scattered,,W,,,,,703,0.1781438074121%,,,,,,,
1262,IA,Iowa,02,n/a,,,,,District Votes:,,115725,,,,394625,,,,,,,,
1263,IA,Iowa,03,H8IA03124,(I),Cindy,Axne,"Axne, Cindy",,D,76681,99.1940908620511%,,,219205,48.9354767416681%,,,,,W,W,
1264,IA,Iowa,03,n/a,,,Scattered,Scattered,,W(D),623,0.805909137948877%,,,,,,,,,,,
1265,IA,Iowa,03,n/a,,,,,Party Votes:,D,77304,,,,,,,,,,,,
1266,IA,Iowa,03,H4IA03115,,David,Young,"Young, David",,R,39103,69.5362236369456%,,,212997,47.5495985016085%,,,,,W,,
1267,IA,Iowa,03,H0IA03204,,Bill,Schafer,"Schafer, Bill",,R,16904,30.0601059857026%,,,,,,,,,,,
1268,IA,Iowa,03,n/a,,,Scattered,Scattered,,W(R),227,0.40367037735178%,,,,,,,,,,,
1269,IA,Iowa,03,n/a,,,,,Party Votes:,R,56234,,,,,,,,,,,,
1270,IA,Iowa,03,H4IA03149,,Bryan Jack,Holder,"Holder, Bryan Jack",,LIB,,,,,15361,3.42920032950327%,,,,,,,
1271,IA,Iowa,03,n/a,,,Scattered,Scattered,,W,,,,,384,0.0857244272201845%,,,,,,,
1272,IA,Iowa,03,n/a,,,,,District Votes:,,133538,,,,447947,,,,,,,,
1273,IA,Iowa,04,H0IA04145,,Randy,Feenstra,"Feenstra, Randy",,R,37329,45.5470551630733%,,,237369,61.9726804204458%,,,,,W,W,
1274,IA,Iowa,04,H2IA05072,(I),Steve ,King,"King, Steve ",,R,29366,35.8309845406738%,,,,,,,,,,,
1275,IA,Iowa,04,H0IA04137,,Jeremy,Taylor,"Taylor, Jeremy",,R,6418,7.83093573459253%,,,,,,,,,,,
1276,IA,Iowa,04,H0IA04129,,Bret A.,Richards,"Richards, Bret A.",,R,6140,7.49173346999036%,,,,,,,,,,,
1277,IA,Iowa,04,H0IA04152,,Steven,Reeder,"Reeder, Steven",,R,2528,3.08454433422404%,,,,,,,,,,,
1278,IA,Iowa,04,n/a,,,Scattered,Scattered,,W(R),176,0.214746757445978%,,,,,,,,,,,
1279,IA,Iowa,04,n/a,,,,,Party Votes:,R,81957,,,,,,,,,,,,
1280,IA,Iowa,04,H8IA04106,,J.D.,Scholten,"Scholten, J.D.",,D,46370,99.6432869176552%,,,144761,37.7944347844249%,,,,,W,,
1281,IA,Iowa,04,n/a,,,Scattered,Scattered,,W(D),166,0.356713082344851%,,,,,,,,,,,
1282,IA,Iowa,04,n/a,,,,,Party Votes:,D,46536,,,,,,,,,,,,
1283,IA,Iowa,04,n/a,,,Scattered,Scattered,,W,,,,,892,0.232884795129262%,,,,,,,
1284,IA,Iowa,04,n/a,,,,,District Votes:,,128493,,,,383022,,,,,,,,
1285,IA,Iowa,H,n/a,,,,,Total State Votes:,,500261,,,,1639463,,,,,,,,
1286,,,,n/a,,,,,,,,,,,,,,,,,,,
1287,KS,Kansas,01,H0KS01123,,Tracey,Mann,"Mann, Tracey",,R,65373,54.2118618768037%,,,208229,71.1597214153413%,,,,,W,W,
1288,KS,Kansas,01,H0KS01198,,Bill,Clifford,"Clifford, Bill",,R,39914,33.099479218496%,,,,,,,,,,,
1289,KS,Kansas,01,H2KS01053,,Jerry,Molstad,"Molstad, Jerry",,R,9545,7.91538129830497%,,,,,,,,,,,
1290,KS,Kansas,01,H0KS01180,,Michael,Soetaert,"Soetaert, Michael",,R,5756,4.77327760639533%,,,,,,,,,,,
1291,KS,Kansas,01,n/a,,,,,Party Votes:,R,120588,,,,,,,,,,,,
1292,KS,Kansas,01,H0KS01172,,Kali,Barnett,"Barnett, Kali",,D,16671,62.5952765366275%,,,84393,28.8402785846587%,,,,,W,,
1293,KS,Kansas,01,H0KS01214,,Christi Cauble,Davis,"Davis, Christi Cauble",,D,9962,37.4047234633725%,,,,,,,,,,,
1294,KS,Kansas,01,n/a,,,,,Party Votes:,D,26633,,,,,,,,,,,,
1295,KS,Kansas,01,n/a,,,,,District Votes:,,147221,,,,292622,,,,,,,,
1296,KS,Kansas,02,H0KS02188,,Jake,LaTurner,"LaTurner, Jake",,R,47898,49.1448036690847%,,,185464,55.1459197478554%,,,,,W,W,
1297,KS,Kansas,02,H8KS02199,(I),Steve,Watkins,"Watkins, Steve",,R,33053,33.9133825143901%,,,,,,,,,,,
1298,KS,Kansas,02,H0KS02212,,Dennis,Taylor,"Taylor, Dennis",,R,16512,16.9418138165252%,,,,,,,,,,,
1299,KS,Kansas,02,n/a,,,,,Party Votes:,R,97463,,,,,,,,,,,,
1300,KS,Kansas,02,H0KS02196,,Michelle,De La Isla,"De La Isla, Michelle",,D,41050,75.0292440415265%,,,136650,40.6315507782882%,,,,,W,,
1301,KS,Kansas,02,H0KS02204,,James K.,Windholz,"Windholz, James K.",,D,13662,24.9707559584735%,,,,,,,,,,,
1302,KS,Kansas,02,n/a,,,,,Party Votes:,D,54712,,,,,,,,,,,,
1303,KS,Kansas,02,H8KS02108,,Robert,Garrard,"Garrard, Robert",,LIB,*,,,,14201,4.22252947385636%,,,,,*,,"*  The Libertarian Party nominated by convention on April 18, 2020.  Convention nominees are noted with an asterisk."
1304,KS,Kansas,02,n/a,,,,,District Votes:,,152175,,,,336315,,,,,,,,
1305,KS,Kansas,03,H8KS03155,(I),Sharice L.,Davids,"Davids, Sharice L.",,D,74437,100%,,,220049,53.6158258166065%,,,,,W,W,
1306,KS,Kansas,03,n/a,,,,,Party Votes:,D,74437,,,,,,,,,,,,
1307,KS,Kansas,03,H0KS03236,,Amanda L.,Adkins,"Adkins, Amanda L.",,R,29082,30.643597740875%,,,178773,43.5587620426005%,,,,,W,,
1308,KS,Kansas,03,H0KS03228,,Sara Hart,Weir,"Weir, Sara Hart",,R,21833,23.0053527775436%,,,,,,,,,,,
1309,KS,Kansas,03,H0KS03244,,Adrienne Vallejo,Foster,"Foster, Adrienne Vallejo",,R,19057,20.0802916631543%,,,,,,,,,,,
1310,KS,Kansas,03,H0KS03251,,Mike,Beehler,"Beehler, Mike",,R,18399,19.3869594537638%,,,,,,,,,,,
1311,KS,Kansas,03,H2KS03091,,Tom,Love,"Love, Tom",,R,6533,6.88379836466324%,,,,,,,,,,,
1312,KS,Kansas,03,n/a,,,,,Party Votes:,R,94904,,,,,,,,,,,,
1313,KS,Kansas,03,H0KS03269,,Steven A.,Hohe,"Hohe, Steven A.",,LIB,*,,,,11596,2.82541214079305%,,,,,*,,"*  The Libertarian Party nominated by convention on April 18, 2020.  Convention nominees are noted with an asterisk."
1314,KS,Kansas,03,n/a,,,,,District Votes:,,169341,,,,410418,,,,,,,,
1315,KS,Kansas,04,H8KS04112,(I),Ron,Estes,"Estes, Ron",,R,87877,100%,,,203432,63.6524634071552%,,,,,W,W,
1316,KS,Kansas,04,n/a,,,,,Party Votes:,R,87877,,,,,,,,,,,,
1317,KS,Kansas,04,H8KS04088,,Laura,Lombard,"Lombard, Laura",,D,35437,100%,,,116166,36.3475365928448%,,,,,W,,
1318,KS,Kansas,04,n/a,,,,,Party Votes:,D,35437,,,,,,,,,,,,
1319,KS,Kansas,04,n/a,,,,,District Votes:,,123314,,,,319598,,,,,,,,
1320,KS,Kansas,H,n/a,,,,,Total State Votes:,,592051,,,,1358953,,,,,,,,
1321,,,,n/a,,,,,,,,,,,,,,,,,,,
1322,KY,Kentucky,01,H6KY01110,(I),James R.,Comer,"Comer, James R.",,R,Unopposed,,,,246329,74.9928456175602%,,,,,W,W,
1323,KY,Kentucky,01,"H0KY01071
",,James,Rhodes,"Rhodes, James",,D,Unopposed,,,,82141,25.0071543824398%,,,,,W,,
1324,KY,Kentucky,01,n/a,,,,,District Votes:,,,,,,328470,,,,,,,,
