1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
229,Arizona,AZ,08,H6AZ08038,(I),Gabrielle,Giffords,"Giffords, Gabrielle",,DEM,55530,100%,,,138280,48.7625979448335%,,,,
230,Arizona,AZ,08,n/a,,,,,Party Votes:,DEM,55530,,,,,,,,,
231,Arizona,AZ,08,H0AZ08015,,Jesse,Kelly,"Kelly, Jesse",,REP,43097,48.3090650256134%,,,134124,47.2970399678395%,,,,
232,Arizona,AZ,08,H0AZ08056,,Jonathan,Paton,"Paton, Jonathan",,REP,37066,41.5486879420699%,,,,,,,,
233,Arizona,AZ,08,H0AZ08031,,Brian,Miller,"Miller, Brian",,REP,6613,7.41276300007847%,,,,,,,,
234,Arizona,AZ,08,H6AZ08103,,Jay,Quick,"Quick, Jay",,REP,1933,2.16677315577675%,,,,,,,,
235,Arizona,AZ,08,H0AZ08023,,Andy,Goss,"Goss, Andy",,REP,502,0.562710876461423%,,,,,,,,
236,Arizona,AZ,08,n/a,,,,,Party Votes:,REP,89211,,,,,,,,,
237,Arizona,AZ,08,H0AZ08064,,Steven,Stoltz,"Stoltz, Steven",,LIB,482,100%,,,11174,3.94036208732694%,,,,
238,Arizona,AZ,08,n/a,,,,,Party Votes:,LIB,482,,,,,,,,,
239,Arizona,AZ,08,n/a,,,,,District Votes:,,145223,,,,283578,,,,,
240,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,
241,Arizona,AZ,H,n/a,,,,,Total State Votes:,,830858,,,,1698145,,,,,
242,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,
243,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,
244,Arizona,AZ,S,S6AZ00019,(I),John,McCain,"McCain, John",,REP,333744,56.2520541849753%,,,1005615,58.8600771210032%,,,,
245,Arizona,AZ,S,S0AZ00251,,J.D.,Hayworth,"Hayworth, J.D.",,REP,190229,32.0628146590011%,,,,,,,,
246,Arizona,AZ,S,S0AZ00194,,Jim,Deakin,"Deakin, Jim",,REP,69328,11.6851311560237%,,,,,,,,
247,Arizona,AZ,S,n/a,,,,,Party Votes:,REP,593301,,,,,,,,,
248,Arizona,AZ,S,S0AZ00269,,Rodney,Glassman,"Glassman, Rodney",,DEM,100307,34.6046104061877%,,,592011,34.6512463681252%,,,,
249,Arizona,AZ,S,S4AZ00055,,Cathy,Eden,"Eden, Cathy",,DEM,76487,26.3870202093381%,,,,,,,,
250,Arizona,AZ,S,S0AZ00293,,John,Dougherty,"Dougherty, John",,DEM,68589,23.6623129308025%,,,,,,,,
251,Arizona,AZ,S,S0AZ00277,,Randy,Parraz,"Parraz, Randy",,DEM,44435,15.3294970779602%,,,,,,,,
252,Arizona,AZ,S,S0AZ00319,,William,Koller,"Koller, William",,W(DEM),48,0.0165593757115357%,,,,,,,,
253,Arizona,AZ,S,n/a,,,,,Party Votes:,DEM,289866,,,,,,,,,
254,Arizona,AZ,S,S0AZ00301,,David F.,Nolan,"Nolan, David F.",,LIB,2669,100%,,,80097,4.68819140243631%,,,,
255,Arizona,AZ,S,n/a,,,,,Party Votes:,LIB,2669,,,,,,,,,
256,Arizona,AZ,S,S0AZ00285,,Jerry,Joslyn,"Joslyn, Jerry",,GRE,1948,100%,,,24603,1.44004860449381%,,,,
257,Arizona,AZ,S,n/a,,,,,Party Votes:,GRE,1948,,,,,,,,,
258,Arizona,AZ,S,S0AZ00244,,Ian ,Gilyeat,"Gilyeat, Ian ",,W,,,,,5938,0.347559590841939%,,,,
259,Arizona,AZ,S,n/a,,Loyd,Ellis,"Ellis, Loyd",,W,,,,,160,0.00936502770877573%,,,,
260,Arizona,AZ,S,S0AZ00327 ,,Santos,Chavez,"Chavez, Santos",,W,,,,,39,0.00228272550401409%,,,,
261,Arizona,AZ,S,S0AZ00335 ,,Sydney ,Dudikoff,"Dudikoff, Sydney ",,W,,,,,14,0.000819439924517877%,,,,
262,Arizona,AZ,S,S6AZ00191,,Ray J. ,Caplette,"Caplette, Ray J. ",,W,,,,,7,0.000409719962258938%,,,,
263,Arizona,AZ,S,n/a,,,,,Total State Votes:,,887784,,,,1708484,,,,,
264,,,,n/a,,,,,,,,,,,,,,,,
265,Arkansas,AR,01,H0AR01083,,Rick,Crawford,"Crawford, Rick",,REP,14461,71.7916894206424%,,,93224,51.7865078659675%,,,,
266,Arkansas,AR,01,H0AR01125,,Princella D.,Smith,"Smith, Princella D.",,REP,5682,28.2083105793576%,,,,,,,,
267,Arkansas,AR,01,n/a,,,,,Party Votes:,REP,20143,,,,,,,,,
268,Arkansas,AR,01,H0AR01109,,Chad,Causey,"Causey, Chad",,DEM,25854,26.9776177805603%,39402,51.4668617257504%,78267,43.4778019731579%,,,,
269,Arkansas,AR,01,H0AR01117,,Tim,Wooldridge,"Wooldridge, Tim",,DEM,36809,38.4087233265508%,37156,48.5331382742496%,,,,,,
270,Arkansas,AR,01,H0AR01133,,David R.,Cook,"Cook, David R.",,DEM,14158,14.7733082902906%,,,,,,,,
271,Arkansas,AR,01,H0AR01141,,Steve,Bryles,"Bryles, Steve",,DEM,9650,10.0693900975635%,,,,,,,,
272,Arkansas,AR,01,H0AR01166,,Terry G.,Green,"Green, Terry G.",,DEM,5094,5.31538581937705%,,,,,,,,
273,Arkansas,AR,01,H0AR01174,,Ben,Ponder,"Ponder, Ben",,DEM,4270,4.45557468565764%,,,,,,,,
274,Arkansas,AR,01,n/a,,,,,Party Votes:,DEM,95835,,76558,,,,,,,
275,Arkansas,AR,01,H0AR01182,,Ken,Adler,"Adler, Ken",,GRE,,,,,8320,4.62181139454271%,,,,
276,Arkansas,AR,01,H0AR01158,,Mickey,Higgins,"Higgins, Mickey",,W,,,,,196,0.108879210736823%,,,,
277,Arkansas,AR,01,n/a,,,Scattered,Scattered,,W,,,,,9,0.00499955559505822%,,,,
278,Arkansas,AR,01,n/a,,,,,District Votes:,,115978,,76558,,180016,,,,,
279,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,
280,Arkansas,AR,02,H0AR02107,,Tim,Griffin,"Griffin, Tim",,REP,24610,61.6869281864895%,,,122091,57.9036480564567%,,,,
281,Arkansas,AR,02,H0AR02115,,Scott,Wallace,"Wallace, Scott",,REP,15285,38.3130718135105%,,,,,,,,
282,Arkansas,AR,02,n/a,,,,,Party Votes:,REP,39895,,,,,,,,,
283,Arkansas,AR,02,H0AR02131,,Joyce,Elliott,"Elliott, Joyce",,DEM,30420,39.727315467795%,37021,53.7588034560372%,80687,38.2671257564548%,,,,
284,Arkansas,AR,02,H0AR02123,,Robbie,Wills,"Wills, Robbie",,DEM,21299,27.8156506294729%,31844,46.2411965439628%,,,,,,
285,Arkansas,AR,02,H0AR02156,,David,Boling,"Boling, David",,DEM,14800,19.3282139685525%,,,,,,,,
286,Arkansas,AR,02,H0AR02164,,Patrick,Kennedy,"Kennedy, Patrick",,DEM,5032,6.57159274930784%,,,,,,,,
287,Arkansas,AR,02,H0AR02149,,John,Adams,"Adams, John",,DEM,5021,6.55722718487175%,,,,,,,,
288,Arkansas,AR,02,n/a,,,,,Party Votes:,DEM,76572,,68865,,,,,,,
289,Arkansas,AR,02,H0AR02172,,Lance,Levi,"Levi, Lance",,IND,,,,,4421,2.09673135659135%,,,,
290,Arkansas,AR,02,H0AR02180,,Lewis,Kennedy,"Kennedy, Lewis",,GRE,,,,,3599,1.70688444975623%,,,,
291,Arkansas,AR,02,n/a,,,Scattered,Scattered,,W,,,,,40,0.0189706524007361%,,,,
292,Arkansas,AR,02,H8AR02118,,Danial,Suits,"Suits, Danial",,W,,,,,14,0.00663972834025762%,,,,
293,Arkansas,AR,02,n/a,,,,,District Votes:,,116467,,68865,,210852,,,,,
294,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,
295,Arkansas,AR,03,H0AR03055,,Steve,Womack,"Womack, Steve",,REP,19414,31.1801361942696%,18334,51.7704862483763%,148581,72.4350755400418%,,,,
296,Arkansas,AR,03,H0AR03063,,Cecile,Bledsoe,"Bledsoe, Cecile",,REP,8253,13.2548503147886%,17080,48.2295137516237%,,,,,,
297,Arkansas,AR,03,H2AR03192,,Gunner,DeLay,"DeLay, Gunner",,REP,8088,12.9898496723628%,,,,,,,,
298,Arkansas,AR,03,H0AR03022,,Bernie,Skoch,"Skoch, Bernie",,REP,7092,11.3902094308107%,,,,,,,,
299,Arkansas,AR,03,H0AR03097,,Doug,Matayo,"Matayo, Doug",,REP,6088,9.77772067326224%,,,,,,,,
300,Arkansas,AR,03,H0AR03048,,Kurt,Maddox,"Maddox, Kurt",,REP,6037,9.69581138378517%,,,,,,,,
301,Arkansas,AR,03,H0AR03071,,Mike,Moore,"Moore, Mike",,REP,4801,7.710715662341%,,,,,,,,
302,Arkansas,AR,03,H0AR03089,,Steve,Lowry,"Lowry, Steve",,REP,2491,4.0007066683798%,,,,,,,,
303,Arkansas,AR,03,n/a,,,,,Party Votes:,REP,62264,,35414,,,,,,,
304,Arkansas,AR,03,H0AR03030,,David,Whitaker,"Whitaker, David",,DEM,Unopposed,,,,56542,27.5649244599582%,,,,
305,Arkansas,AR,03,n/a,,,,,District Votes:,,62264,,35414,,205123,,,,,
306,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,
307,Arkansas,AR,04,H0AR04038,(I),Mike,Ross,"Ross, Mike",,DEM,Unopposed,,,,102479,57.5291634387596%,,,,
308,Arkansas,AR,04,H0AR04079,,Beth Anne,Rankin,"Rankin, Beth Anne",,REP,9761,55.3721352393919%,,,71526,40.1529185893765%,,,,
309,Arkansas,AR,04,H0AR04061,,Glenn,Gallas,"Gallas, Glenn",,REP,7867,44.6278647606081%,,,,,,,,
310,Arkansas,AR,04,n/a,,,,,Party Votes:,REP,17628,,,,,,,,,
311,Arkansas,AR,04,H8AR04098,,Josh,Drake,"Drake, Josh",,GRE,,,,,4129,2.31791797186388%,,,,
312,Arkansas,AR,04,n/a,,,,,District Votes:,,17628,,,,178134,,,,,
313,Arkansas,AR,H,n/a,,,,,Total State Votes:,,312337,,180837,,774125,,,,,
314,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,
315,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,
316,Arkansas,AR,S,S0AR00150,,John,Boozman,"Boozman, John",,REP,75010,52.7274005342331%,,,451618,57.902935674659%,,,,
317,Arkansas,AR,S,S4AR00046,,Jim,Holt,"Holt, Jim",,REP,24826,17.4511457893997%,,,,,,,,
318,Arkansas,AR,S,S0AR00077,,Gilbert,Baker,"Baker, Gilbert",,REP,16540,11.6265991845916%,,,,,,,,
319,Arkansas,AR,S,S0AR00069,,"Conrad ""Colonel""",Reynolds,"Reynolds, Conrad ""Colonel""",,REP,7128,5.01054407423028%,,,,,,,,
320,Arkansas,AR,S,S0AR00036,,Curtis,Coleman,"Coleman, Curtis",,REP,6928,4.86995641782652%,,,,,,,,
321,Arkansas,AR,S,S0AR00085,,Kim,Hendren,"Hendren, Kim",,REP,5551,3.90201040348657%,,,,,,,,
322,Arkansas,AR,S,S0AR00143,,Randy,Alexander,"Alexander, Randy",,REP,4389,3.08519611978068%,,,,,,,,
323,Arkansas,AR,S,S0AR00044,,Fred,Ramey,"Ramey, Fred",,REP,1888,1.32714747645157%,,,,,,,,
324,Arkansas,AR,S,n/a,,,,,Party Votes:,REP,142260,,,,,,,,,
325,Arkansas,AR,S,S8AR00112,(I),Blanche Lambert,Lincoln,"Lincoln, Blanche Lambert",,DEM,146579,44.5048655705849%,134756,51.9970211567327%,288156,36.9451136408802%,,,,
326,Arkansas,AR,S,S0AR00168,,Bill,Halter,"Halter, Bill",,DEM,140081,42.5319184466609%,124405,48.0029788432673%,,,,,,
327,Arkansas,AR,S,S0AR00176,,DC,Morrison,"Morrison, DC",,DEM,42695,12.9632159827542%,,,,,,,,
328,Arkansas,AR,S,n/a,,,,,Party Votes:,DEM,329355,,259161,,,,,,,
329,Arkansas,AR,S,S0AR00135,,Trevor,Drown,"Drown, Trevor",,IND,,,,,25234,3.235306561772%,,,,
330,Arkansas,AR,S,S0AR00184,,"John Laney, III",Gray,"Gray, John Laney, III",,GRE,,,,,14430,1.85010199280217%,,,,
331,Arkansas,AR,S,n/a,,,Scattered,Scattered,,W,,,,,376,0.0482077858138333%,,,,
332,Arkansas,AR,S,S0AR00192,,"Stephan ""Troublemaker""",Hercher,"Hercher, Stephan ""Troublemaker""",,W,,,,,143,0.0183343440728143%,,,,
333,Arkansas,AR,S,n/a,,,,,,,,,,,,,,,,
334,Arkansas,AR,S,n/a,,,,,Total State Votes:,,471615,,259161,,779957,,,,,
335,,,,n/a,,,,,,,,,,,,,,,,
336,California,CA,01,H8CA01109,(I),Mike,Thompson,"Thompson, Mike",,DEM,74695,100%,,,147307,62.7928488610012%,,,,
337,California,CA,01,n/a,,,,,Party Votes:,DEM,74695,,,,,,,,,
338,California,CA,01,H0CA01148,,Loren,Hanks,"Hanks, Loren",,REP,28115,60.4649662351069%,,,72803,31.0338800982131%,,,,
339,California,CA,01,H0CA01155,,Randy ,Franck,"Franck, Randy ",,REP,18383,39.5350337648931%,,,,,,,,
340,California,CA,01,n/a,,,,,Party Votes:,REP,46498,,,,,,,,,
341,California,CA,01,H8CA01182,,Carol,Wolman,"Wolman, Carol",,GRE,1818,100%,,,8486,3.6173441549584%,,,,
342,California,CA,01,n/a,,,,,Party Votes:,GRE,1818,,,,,,,,,
343,California,CA,01,H0CA01163,,Mike,Rodrigues,"Rodrigues, Mike",,LIB,657,100%,,,5996,2.55592688582731%,,,,
344,California,CA,01,n/a,,,,,Party Votes:,LIB,657,,,,,,,,,
345,California,CA,01,n/a,,,,,District Votes:,,123668,,,,234592,,,,,
346,California,CA,,n/a,,,,,,,,,,,,,,,,
347,California,CA,02,H6CA02010,(I),Wally ,Herger,"Herger, Wally ",,REP,57272,65.2605430782028%,,,130837,57.149034681576%,,,,
348,California,CA,02,H0CA02120,,Pete ,Stiglich,"Stiglich, Pete ",,REP,30487,34.7394569217972%,,,,,,,,
349,California,CA,02,n/a,,,,,Party Votes:,REP,87759,,,,,,,,,
350,California,CA,02,H0CA02138,,Jim,Reed,"Reed, Jim",,DEM,42334,100%,,,98092,42.8461605660872%,,,,
351,California,CA,02,n/a,,,,,Party Votes:,DEM,42334,,,,,,,,,
352,California,CA,02,H0CA02146 ,,Mark A.,Jensen,"Jensen, Mark A.",,W,,,,,11,0.00480475233685682%,,,,
353,California,CA,02,n/a,,,,,District Votes:,,130093,,,,228940,,,,,
354,California,CA,,n/a,,,,,,,,,,,,,,,,
355,California,CA,03,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,REP,71918,100%,,,131169,50.0763539463537%,,,,
356,California,CA,03,n/a,,,,,Party Votes:,REP,71918,,,,,,,,,
357,California,CA,03,H0CA03078,,Ami,Bera,"Bera, Ami",,DEM,49022,100%,,,113128,43.1888462155167%,,,,
358,California,CA,03,n/a,,,,,Party Votes:,DEM,49022,,,,,,,,,
359,California,CA,03,H0CA03102,,Jerry L.,Leidecker,"Leidecker, Jerry L.",,AIP,1614,100%,,,6577,2.51089952584199%,,,,
360,California,CA,03,n/a,,,,,Party Votes:,AIP,1614,,,,,,,,,
361,California,CA,03,H8CA03154,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LIB,581,100%,,,6275,2.39560506684788%,,,,
362,California,CA,03,n/a,,,,,Party Votes:,LIB,581,,,,,,,,,
363,California,CA,03,H6CA03109,,Mike,Roskey,"Roskey, Mike",,PAF,121,100%,,,4789,1.82829524543976%,,,,
364,California,CA,03,n/a,,,,,Party Votes:,PAF,121,,,,,,,,,
365,California,CA,03,n/a,,,,,District Votes:,,123256,,,,261938,,,,,
366,California,CA,,n/a,,,,,,,,,,,,,,,,
367,California,CA,04,H8CA04152,(I),Tom ,McClintock,"McClintock, Tom ",,REP,89443,78.4787358187609%,,,186397,61.2686496027663%,,,,
368,California,CA,04,H0CA04142,,Michael,Babich,"Babich, Michael",,REP,24528,21.5212641812391%,,,,,,,,
369,California,CA,04,n/a,,,,,Party Votes:,REP,113971,,,,,,,,,
370,California,CA,04,H0CA04134,,Clint,Curtis,"Curtis, Clint",,DEM,50400,100%,,,95653,31.4411183680714%,,,,
371,California,CA,04,n/a,,,,,Party Votes:,DEM,50400,,,,,,,,,
372,California,CA,04,H0CA04159,,"Benjamin ""Ben""",Emery,"Emery, Benjamin ""Ben""",,GRE,728,100%,,,22179,7.29023202916224%,,,,
373,California,CA,04,n/a,,,,,Party Votes:,GRE,728,,,,,,,,,
374,California,CA,04,n/a,,,,,District Votes:,,165099,,,,304229,,,,,
375,California,CA,,n/a,,,,,,,,,,,,,,,,
376,California,CA,05,H6CA05195,(I),Doris,Matsui,"Matsui, Doris",,DEM,56762,100%,,,124220,72.0491850820718%,,,,
377,California,CA,05,n/a,,,,,Party Votes:,DEM,56762,,,,,,,,,
378,California,CA,05,H8CA05159,,Paul A.,Smith,"Smith, Paul A.",,REP,14588,56.6832452595586%,,,43577,25.2752160547532%,,,,
379,California,CA,05,H0CA05073,,Erik,Smitt,"Smitt, Erik",,REP,11148,43.3167547404414%,,,,,,,,
380,California,CA,05,n/a,,,,,Party Votes:,REP,25736,,,,,,,,,
381,California,CA,05,H0CA05081,,Gerald Allen,Frink,"Frink, Gerald Allen",,PAF,168,100%,,,4594,2.66457862072966%,,,,
382,California,CA,05,n/a,,,,,Party Votes:,PAF,168,,,,,,,,,
383,California,CA,05,H0CA05099 ,,Tony,Lacy,"Lacy, Tony",,W,,,,,19,0.0110202424453338%,,,,
384,California,CA,05,n/a,,,,,District Votes:,,82666,,,,172410,,,,,
385,California,CA,,n/a,,,,,,,,,,,,,,,,
386,California,CA,06,H2CA01045,(I),Lynn C.,Woolsey,"Woolsey, Lynn C.",,DEM,92204,99.9880713549856%,,,172216,65.9447371645632%,,,,
387,California,CA,06,H6CA06193,,,,"Halliwell, Michael J.",,W(DEM),11,0.0119286450143686%,,,,,,,,
388,California,CA,06,n/a,,,,,Party Votes:,DEM,92215,,,,,,,,,
389,California,CA,06,H0CA06097,,Jim,Judd,"Judd, Jim",,REP,27770,67.8873514887792%,,,77361,29.6229781889474%,,,,
390,California,CA,06,H6CA06193,,Michael,Halliwell,"Halliwell, Michael",,REP,13136,32.1126485112209%,,,,,,,,
391,California,CA,06,n/a,,,,,Party Votes:,REP,40906,,,,,,,,,
392,California,CA,06,H0CA06113,,Eugene E.,Ruyle,"Ruyle, Eugene E.",,PAF,185,100%,,,5915,2.26496446513908%,,,,
393,California,CA,06,n/a,,,,,Party Votes:,PAF,185,,,,,,,,,
394,California,CA,06,H0CA06105,,Joel,Smollen,"Smollen, Joel",,LIB,617,100%,,,5660,2.16732018135032%,,,,
395,California,CA,06,n/a,,,,,Party Votes:,LIB,617,,,,,,,,,
396,California,CA,06,H0CA06121,,Daniel W.,Roberts,"Roberts, Daniel W.",,W(AIP),27,100%,,,,,,,,
397,California,CA,06,n/a,,,,,Party Votes:,AIP,27,,,,,,,,,
398,California,CA,06,n/a,,,,,District Votes:,,133950,,,,261152,,,,,
399,California,CA,,n/a,,,,,,,,,,,,,,,,
400,California,CA,07,H6CA07043,(I),George ,Miller,"Miller, George ",,DEM,52210,85.0353431707873%,,,122118,68.2543763553847%,,,,
401,California,CA,07,H0CA07111,,John,Fitzgerald,"Fitzgerald, John",,DEM,9188,14.9646568292127%,,,,,,,,
402,California,CA,07,n/a,,,,,Party Votes:,DEM,61398,,,,,,,,,
403,California,CA,07,H0CA07103,,Rick,Tubbs,"Tubbs, Rick",,REP,15245,57.0695915846217%,,,56798,31.7456236446154%,,,,
404,California,CA,07,H8CA07049,,Roger Allen,Petersen,"Petersen, Roger Allen",,REP,6242,23.3669000112305%,,,,,,,,
405,California,CA,07,H8CA07031,,Virginia,Fuller,"Fuller, Virginia",,REP,3662,13.7086811664733%,,,,,,,,
406,California,CA,07,H0CA00090,,Eugene ,Ray,"Ray, Eugene ",,REP,1564,5.85482723767454%,,,,,,,,
407,California,CA,07,n/a,,,,,Party Votes:,REP,26713,,,,,,,,,
408,California,CA,07,n/a,,,,,District Votes:,,88111,,,,178916,,,,,
409,California,CA,,n/a,,,,,,,,,,,,,,,,
410,California,CA,08,H8CA05035,(I),Nancy,Pelosi,"Pelosi, Nancy",,DEM,77175,100%,,,167957,80.0725604988654%,,,,
411,California,CA,08,n/a,,,,,Party Votes:,DEM,77175,,,,,,,,,
412,California,CA,08,H0CA08069,,John,Dennis,"Dennis, John",,REP,7013,54.879098521011%,,,31771,15.1466465798356%,,,,
413,California,CA,08,H8CA08062,,Dana,Walsh,"Walsh, Dana",,REP,5766,45.120901478989%,,,,,,,,
414,California,CA,08,n/a,,,,,Party Votes:,REP,12779,,,,,,,,,
415,California,CA,08,H0CA08085,,Gloria E.,La Riva,"La Riva, Gloria E.",,PAF,216,100%,,,5161,2.46047788859437%,,,,
416,California,CA,08,n/a,,,,,Party Votes:,PAF,216,,,,,,,,,
417,California,CA,08,H6CA08173,,Philip ,Berg,"Berg, Philip ",,LIB,361,100%,,,4843,2.30887316691775%,,,,
418,California,CA,08,n/a,,,,,Party Votes:,LIB,361,,,,,,,,,
419,California,CA,08,H0CA08077,,Summer ,Shields,"Shields, Summer ",,W,,,,,24,0.0114418657869143%,,,,
420,California,CA,08,n/a,,,,,District Votes:,,90531,,,,209756,,,,,
421,California,CA,,n/a,,,,,,,,,,,,,,,,
422,California,CA,09,H8CA09060,(I),Barbara,Lee,"Lee, Barbara",,DEM,82951,100%,,,180400,84.2655954410631%,,,,
423,California,CA,09,n/a,,,,,Party Votes:,DEM,82951,,,,,,,,,
424,California,CA,09,H0CA09075,,Gerald ,Hashimoto,"Hashimoto, Gerald ",,REP,10067,100%,,,23054,10.7686199406778%,,,,
425,California,CA,09,n/a,,,,,Party Votes:,REP,10067,,,,,,,,,
426,California,CA,09,H0CA09083,,Dave,Heller,"Heller, Dave",,GRE,1915,100%,,,4848,2.26452110143167%,,,,
427,California,CA,09,n/a,,,,,Party Votes:,GRE,1915,,,,,,,,,
428,California,CA,09,H2CA09097,,James,Eyer,"Eyer, James",,LIB,292,100%,,,4113,1.92119952355373%,,,,
429,California,CA,09,n/a,,,,,Party Votes:,LIB,292,,,,,,,,,
430,California,CA,09,H0CA09091,,Larry,Allen,"Allen, Larry",,PAF,205,100%,,,1670,0.7800639932737%,,,,
431,California,CA,09,n/a,,,,,Party Votes:,PAF,205,,,,,,,,,
432,California,CA,09,n/a,,,,,District Votes:,,95430,,,,214085,,,,,
433,California,CA,,n/a,,,,,,,,,,,,,,,,
434,California,CA,10,H0CA10149,(I),John,Garamendi,"Garamendi, John",,DEM,62138,100%,,,137578,58.8428012968016%,,,,
435,California,CA,10,n/a,,,,,Party Votes:,DEM,62138,,,,,,,,,
436,California,CA,10,H0CA10180,,Gary,Clift,"Clift, Gary",,REP,25331,54.6032635640534%,,,88512,37.8570267657802%,,,,
437,California,CA,10,H0CA10230,,Buddy,Burke,"Burke, Buddy",,REP,21060,45.3967364359466%,,,,,,,,
438,California,CA,10,n/a,,,,,Party Votes:,REP,46391,,,,,,,,,
439,California,CA,10,H0CA10164,,Jeremy,Cloward,"Cloward, Jeremy",,GRE,502,100%,,,7716,3.3001719374182%,,,,
440,California,CA,10,n/a,,,,,Party Votes:,GRE,502,,,,,,,,,
441,California,CA,10,H0CA10214,,"Jerome H. ""Jerry""",Denham,"Denham, Jerome H. ""Jerry""",,AIP,1058,100%,,,,,,,,
442,California,CA,10,n/a,,,,,Party Votes:,AIP,1058,,,,,,,,,
443,California,CA,10,n/a,,,,,District Votes:,,110089,,,,233806,,,,,
444,California,CA,,n/a,,,,,,,,,,,,,,,,
445,California,CA,11,H4CA11081,(I),Jerry,McNerney,"McNerney, Jerry",,DEM,48772,100%,,,115361,47.9665534317659%,,,,
446,California,CA,11,n/a,,,,,Party Votes:,DEM,48772,,,,,,,,,
447,California,CA,11,H0CA10123,,David,Harmer,"Harmer, David",,REP,24626,36.4360010061106%,,,112703,46.8613697126439%,,,,
448,California,CA,11,H0CA11303,,Brad,Goehring,"Goehring, Brad",,REP,18300,27.0762128811754%,,,,,,,,
449,California,CA,11,H0CA11337,,"Antonio C. ""Tony""",Amador,"Amador, Antonio C. ""Tony""",,REP,13355,19.7597171053605%,,,,,,,,
450,California,CA,11,H0CA11352,,Elizabeth,Emken,"Emken, Elizabeth",,REP,11306,16.7280690073535%,,,,,,,,
451,California,CA,11,n/a,,,,,Party Votes:,REP,67587,,,,,,,,,
452,California,CA,11,H0CA11360,,David,Christensen,"Christensen, David",,AIP,1291,100%,,,12439,5.17207685559016%,,,,
453,California,CA,11,n/a,,,,,Party Votes:,AIP,1291,,,,,,,,,
454,California,CA,11,n/a,,,,,District Votes:,,117650,,,,240503,,,,,
455,California,CA,,n/a,,,,,,,,,,,,,,,,
456,California,CA,12,H8CA12171,(I),Jackie ,Speier,"Speier, Jackie ",,DEM,64770,100%,,,152044,75.5828635627007%,,,,
457,California,CA,12,n/a,,,,,Party Votes:,DEM,64770,,,,,,,,,
458,California,CA,12,H8CA12148,,Mike,Moloney,"Moloney, Mike",,REP,20460,97.2618368511124%,,,44475,22.1090464401825%,,,,
459,California,CA,12,H0CA12095,,Michael Douglas,Parker,"Parker, Michael Douglas",,W(REP),576,2.73816314888762%,,,,,,,,
460,California,CA,12,n/a,,,,,Party Votes:,REP,21036,,,,,,,,,
461,California,CA,12,H0CA12087,,Mark Paul,Williams,"Williams, Mark Paul",,LIB,313,100%,,,4611,2.29218242013899%,,,,
462,California,CA,12,n/a,,,,,Party Votes:,LIB,313,,,,,,,,,
463,California,CA,12,H0CA12103,,Joseph Michael,Harding,"Harding, Joseph Michael",,W,,,,,32,0.0159075769777592%,,,,
464,California,CA,12,n/a,,,,,District Votes:,,86119,,,,201162,,,,,
465,California,CA,,n/a,,,,,,,,,,,,,,,,
466,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,DEM,48603,84.3450645564348%,,,118278,71.9548844735914%,,,,
467,California,CA,13,H0CA13093,,Justin ,Jelincic,"Jelincic, Justin ",,DEM,9021,15.6549354435652%,,,,,,,,
468,California,CA,13,n/a,,,,,Party Votes:,DEM,57624,,,,,,,,,
469,California,CA,13,H0CA13101,,Forest ,Baker,"Baker, Forest ",,REP,10591,54.5309442899804%,,,45575,27.7257297205222%,,,,
470,California,CA,13,H0CA13085,,Luis,Garcia,"Garcia, Luis",,REP,8831,45.4690557100196%,,,,,,,,
471,California,CA,13,n/a,,,,,Party Votes:,REP,19422,,,,,,,,,
472,California,CA,13,H0CA13119,,Chris,Pareja,"Pareja, Chris",,W,,,,,525,0.319385805886433%,,,,
473,California,CA,13,n/a,,,,,District Votes:,,77046,,,,164378,,,,,
474,California,CA,,n/a,,,,,,,,,,,,,,,,
475,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,DEM,66978,100%,,,151217,69.0901863671877%,,,,
476,California,CA,14,n/a,,,,,Party Votes:,DEM,66978,,,,,,,,,
477,California,CA,14,H0CA14075,,Dave,Chapman,"Chapman, Dave",,REP,17783,52.9792051480665%,,,60917,27.8326304775916%,,,,
478,California,CA,14,H8CA14169,,Ronny,Santana,"Santana, Ronny",,REP,15783,47.0207948519335%,,,,,,,,
479,California,CA,14,n/a,,,,,Party Votes:,REP,33566,,,,,,,,,
