1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (MS Senate),GE RUNOFF ELECTION % (MS Senate),"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
2995,NC,North Carolina,09,n/a,,,,,District Votes:,,81663,,,,282717,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2996,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2997,NC,North Carolina,10,H4NC10047,(I),Patrick,McHenry,"McHenry, Patrick",,R,34173,70.7208046191097%,,,164969,59.2927383297152%,,,,,W,
2998,NC,North Carolina,10,H8NC10113,,Gina,Collias,"Collias, Gina",,R,6664,13.791105316529%,,,,,,,,,,
2999,NC,North Carolina,10,H0NC10177,,Jeff,Gregory,"Gregory, Jeff",,R,3724,7.70679414747211%,,,,,,,,,,
3000,NC,North Carolina,10,H8NC10071,,Ira,Roberts,"Roberts, Ira",,R,1701,3.52020860495437%,,,,,,,,,,
3001,NC,North Carolina,10,H8NC10105,,Seth,Blankenship,"Blankenship, Seth",,R,1443,2.9862792574657%,,,,,,,,,,
3002,NC,North Carolina,10,H0NC01036,,"Albert Lee, Jr.",Wiley,"Wiley, Albert Lee, Jr.",,R,616,1.27480805446907%,,,,,,,,,,
3003,NC,North Carolina,10,n/a,,,,,Party Votes:,R,48321,,,,,,,,,,,
3004,NC,North Carolina,10,H8NC10097,,David Wilson ,Brown,"Brown, David Wilson ",,D,Unopposed,,,,113259,40.7072616702848%,,,,,,
3005,NC,North Carolina,10,n/a,,,,,District Votes:,,48321,,,,278228,,,,,,,
3006,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
3007,NC,North Carolina,11,H2NC11080,(I),Mark,Meadows,"Meadows, Mark",,R,35665,86.3475692426884%,,,178012,59.2058962436724%,,,,,W,
3008,NC,North Carolina,11,H8NC11145,,Chuck,Archerd,"Archerd, Chuck",,R,5639,13.6524307573116%,,,,,,,,,,
3009,NC,North Carolina,11,n/a,,,,,Party Votes:,R,41304,,,,,,,,,,,
3010,NC,North Carolina,11,H8NC11103,,Phillip G.,Price,"Price, Phillip G.",,D,13499,40.589950987762%,,,116508,38.7499750553771%,,,,,,
3011,NC,North Carolina,11,H8NC11129,,Steve,Woodsmall,"Woodsmall, Steve",,D,10356,31.1393090176504%,,,,,,,,,,
3012,NC,North Carolina,11,H8NC11137,,D. Scott,Donaldson,"Donaldson, D. Scott",,D,9402,28.2707399945876%,,,,,,,,,,
3013,NC,North Carolina,11,n/a,,,,,Party Votes:,D,33257,,,,,,,,,,,
3014,NC,North Carolina,11,H8NC11152,,"Clifton B., Jr.",Ingram,"Ingram, Clifton B., Jr.",,LIB,Unopposed,,,,6146,2.04412870095056%,,,,,,
3015,NC,North Carolina,11,n/a,,,,,District Votes:,,74561,,,,300666,,,,,,,
3016,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
3017,NC,North Carolina,12,H4NC12100,(I),Alma,Adams,"Adams, Alma",,D,38849,85.5120952653475%,,,203974,73.0728170295696%,,,,,W,
3018,NC,North Carolina,12,H8NC12143,,Keith,Young,"Young, Keith",,D,2549,5.61070634588717%,,,,,,,,,,
3019,NC,North Carolina,12,H8NC12135,,Patrick,Register,"Register, Patrick",,D,2074,4.56516475534327%,,,,,,,,,,
3020,NC,North Carolina,12,H8NC12119,,Gabe,Ortiz,"Ortiz, Gabe",,D,1959,4.31203363342211%,,,,,,,,,,
3021,NC,North Carolina,12,n/a,,,,,Party Votes:,D,45431,,,,,,,,,,,
3022,NC,North Carolina,12,H6NC12089,,Paul,Wright,"Wright, Paul",,R,3221,43.2059020791415%,,,75164,26.9271829704304%,,,,,,
3023,NC,North Carolina,12,H8NC12101,,Paul,Bonham,"Bonham, Paul",,R,2349,31.5090543259557%,,,,,,,,,,
3024,NC,North Carolina,12,H8NC12127,,Carl,Persson,"Persson, Carl",,R,1885,25.2850435949028%,,,,,,,,,,
3025,NC,North Carolina,12,n/a,,,,,Party Votes:,R,7455,,,,,,,,,,,
3026,NC,North Carolina,12,n/a,,,,,District Votes:,,52886,,,,279138,,,,,,,
3027,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
3028,NC,North Carolina,13,H6NC13129,(I),Ted ,Budd,"Budd, Ted ",,R,Unopposed,,,,147570,51.540954749298%,,,,,W,
3029,NC,North Carolina,13,H8NC13067,,Kathy,Manning,"Manning, Kathy",,D,19554,70.1413300810675%,,,130402,45.5447826876598%,,,,,,
3030,NC,North Carolina,13,H6NC02130,,Adam,Coker,"Coker, Adam",,D,8324,29.8586699189325%,,,,,,,,,,
3031,NC,North Carolina,13,n/a,,,,,Party Votes:,D,27878,,,,,,,,,,,
3032,NC,North Carolina,13,H8NC13075,,Tom ,Bailey,"Bailey, Tom ",,LIB,Unopposed,,,,5513,1.92549490772433%,,,,,,
3033,NC,North Carolina,13,H8NC13083,,Robert,Corriher,"Corriher, Robert",,GRE,,,,,2831,0.988767655317901%,,,,,,
3034,NC,North Carolina,13,n/a,,,,,District Votes:,,27878,,,,286316,,,,,,,
3035,NC,North Carolina,H,n/a,,,,,,,,,,,,,,,,,,
3036,NC,North Carolina,H,n/a,,,,,Total State Votes:,,622705,,,,3663326,,,,,,,
3037,,,,n/a,,,,,,,,,,,,,,,,,,
3038,ND,North Dakota,00,H8ND00096,,Kelly,Armstrong,"Armstrong, Kelly",,R,37364,56.2160535620251%,,,193568,60.2017839592949%,,,,,W,
3039,ND,North Dakota,00,H8ND00104,,Tom,Campbell,"Campbell, Tom",,R,17861,26.8727901903257%,,,,,,,,,,
3040,ND,North Dakota,00,H8ND00120,,Tiffany,Abentroth,"Abentroth, Tiffany",,R,5921,8.90844805536749%,,,,,,,,,,
3041,ND,North Dakota,00,H8ND01045,,Paul J.,Schaffner,"Schaffner, Paul J.",,R,5243,7.88836229594523%,,,,,,,,,,
3042,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W(R),76,0.114345896336418%,,,,,,,,,,
3043,ND,North Dakota,00,n/a,,,,,Party Votes:,R,66465,,,,,,,,,,,
3044,ND,North Dakota,00,H8ND00112,,Mac,Schneider,"Schneider, Mac",,DNL,33727,99.78107156593%,,,114377,35.5725091126233%,,,,,,
3045,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W(DNL),74,0.218928434069998%,,,,,,,,,,
3046,ND,North Dakota,00,n/a,,,,,Party Votes:,DNL,33801,,,,,,,,,,,
3047,ND,North Dakota,00,H8ND00138,,Charles,Tuttle,"Tuttle, Charles",,IND,,,,,13066,4.06367017901795%,,,,,,
3048,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W,,,,,521,0.162036749063857%,,,,,,
3049,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W(LIB),66,92.9577464788732%,,,,,,,,,,
3050,ND,North Dakota,00,n/a,,Debbie,Buechler,"Buechler, Debbie",,W(LIB),1,1.40845070422535%,,,,,,,,,,
3051,ND,North Dakota,00,n/a,,John,Doe,"Doe, John",,W(LIB),1,1.40845070422535%,,,,,,,,,,
3052,ND,North Dakota,00,n/a,,Kelly,Erlandson,"Erlandson, Kelly",,W(LIB),1,1.40845070422535%,,,,,,,,,,
3053,ND,North Dakota,00,n/a,,"Boyd, Jr.",Jacobson,"Jacobson, Boyd, Jr.",,W(LIB),1,1.40845070422535%,,,,,,,,,,
3054,ND,North Dakota,00,n/a,,Doug,Leier,"Leier, Doug",,W(LIB),1,1.40845070422535%,,,,,,,,,,
3055,ND,North Dakota,00,n/a,,,,,Party Votes:,LIB,71,,,,,,,,,,,
3056,ND,North Dakota,00,n/a,,,,,District Votes:,,100337,,,,321532,,,,,,,
3057,ND,North Dakota,H,n/a,,,,,,,,,,,,,,,,,,
3058,ND,North Dakota,H,n/a,,,,,Total State Votes:,,100337,,,,321532,,,,,,,
3059,,,,n/a,,,,,,,,,,,,,,,,,,
3060,MP,Northern Mariana Islands,00,H8MP00041,(I),Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",,IND,,,,,9150,63.7675099310057%,,,,,W,"*  The General Election was postponed to November 13, 2018, per Governor's Executive Order 2018-19, due to Super Typhoon Yutu.  Early voting commenced on November 6, 2018."
3061,MP,Northern Mariana Islands,00,H8MP01015,,Angel Aldan,Demapan,"Demapan, Angel Aldan",,R,,,,,5199,36.2324900689944%,,,,,,"*  The General Election was postponed to November 13, 2018, per Governor's Executive Order 2018-19, due to Super Typhoon Yutu.  Early voting commenced on November 6, 2018."
3062,MP,Northern Mariana Islands,00,n/a,,,,,District Votes:,,,,,,14349,,,,,,,"*  The General Election was postponed to November 13, 2018, per Governor's Executive Order 2018-19, due to Super Typhoon Yutu.  Early voting commenced on November 6, 2018."
3063,MP,Northern Mariana Islands,H,n/a,,,,,,,,,,,,,,,,,,
3064,MP,Northern Mariana Islands,H,n/a,,,,,Total Votes:,,,,,,14349,,,,,,,
3065,,,,n/a,,,,,,,,,,,,,,,,,,
3066,OH,Ohio,01,H8OH01043,(I),Steve,Chabot,"Chabot, Steve",,R,41298,83.2251823787836%,,,154409,51.3206656673458%,,,,,W,
3067,OH,Ohio,01,H6OH01088,,Samuel,Ronan,"Ronan, Samuel",,R,8324,16.7748176212164%,,,,,,,,,,
3068,OH,Ohio,01,n/a,,,,,Party Votes:,R,49622,,,,,,,,,,,
3069,OH,Ohio,01,H8OH01118,,Aftab,Pureval,"Pureval, Aftab",,D,28068,100%,,,141118,46.9031578317618%,,,,,,
3070,OH,Ohio,01,n/a,,,,,Party Votes:,D,28068,,,,,,,,,,,
3071,OH,Ohio,01,H6OH09073,,Dirk,Kubala,"Kubala, Dirk",,LIB,,,,,5339,1.77451465910639%,,,,,,
3072,OH,Ohio,01,H6OH01112,,Kiumars,Kiani,"Kiani, Kiumars",,W,,,,,5,0.0016618417860146%,,,,,,
3073,OH,Ohio,01,H8OH01126,,Anthony J.,Seta,"Seta, Anthony J.",,W(GRE),22,100%,,,,,,,,,,
3074,OH,Ohio,01,n/a,,,,,Party Votes:,GRE,22,,,,,,,,,,,
3075,OH,Ohio,01,n/a,,,,,District Votes:,,77712,,,,300871,,,,,,,
3076,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3077,OH,Ohio,02,H2OH02085,(I),Brad,Wenstrup,"Wenstrup, Brad",,R,45508,100%,,,166714,57.5548658604369%,,,,,W,
3078,OH,Ohio,02,n/a,,,,,Party Votes:,R,45508,,,,,,,,,,,
3079,OH,Ohio,02,H8OH02124,,Jill,Schiller,"Schiller, Jill",,D,18110,54.211818236245%,,,119333,41.1974687652117%,,,,,,
3080,OH,Ohio,02,H6OH02292,,Janet,Everhard,"Everhard, Janet",,D,11505,34.4399209722804%,,,,,,,,,,
3081,OH,Ohio,02,H8OH02074,,William R.,Smith,"Smith, William R.",,D,3791,11.3482607914746%,,,,,,,,,,
3082,OH,Ohio,02,n/a,,,,,Party Votes:,D,33406,,,,,,,,,,,
3083,OH,Ohio,02,H2OH02077,,"James J., Jr.",Condit,"Condit, James J., Jr.",,GRE,43,100%,,,3606,1.24490352515527%,,,,,,
3084,OH,Ohio,02,n/a,,,,,Party Votes:,GRE,43,,,,,,,,,,,
3085,OH,Ohio,02,H8OH02132,,David,Baker,"Baker, David",,W,,,,,8,0.00276184919612927%,,,,,,
3086,OH,Ohio,02,n/a,,,,,District Votes:,,78957,,,,289661,,,,,,,
3087,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3088,OH,Ohio,03,H2OH03125,(I),Joyce,Beatty,"Beatty, Joyce",,D,46338,100%,,,181575,73.6084028912302%,,,,,W,
3089,OH,Ohio,03,n/a,,,,,Party Votes:,D,46338,,,,,,,,,,,
3090,OH,Ohio,03,H8OH03106 ,,Jim,Burgess,"Burgess, Jim",,R,19559,93.0981960112333%,,,65040,26.3664630265489%,,,,,,
3091,OH,Ohio,03,H8OH03114,,Abdulkadir M.,Haji,"Haji, Abdulkadir M.",,R,1450,6.90180398876672%,,,,,,,,,,
3092,OH,Ohio,03,n/a,,,,,Party Votes:,R,21009,,,,,,,,,,,
3093,OH,Ohio,03,H8OH03122,,Millie,Milam,"Milam, Millie",,W,,,,,62,0.0251340822208799%,,,,,,
3094,OH,Ohio,03,n/a,,,,,District Votes:,,67347,,,,246677,,,,,,,
3095,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3096,OH,Ohio,04,H6OH04082,(I),Jim,Jordan,"Jordan, Jim",,R,56191,85.3486641250361%,,,167993,65.2640780093627%,,,,,W,
3097,OH,Ohio,04,H8OH04096,,Joseph,Miller,"Miller, Joseph",,R,9646,14.6513358749639%,,,,,,,,,,
3098,OH,Ohio,04,n/a,,,,,Party Votes:,R,65837,,,,,,,,,,,
3099,OH,Ohio,04,H4OH04046,,Janet,Garrett,"Garrett, Janet",,D,17715,83.8460810299129%,,,89412,34.7359219906373%,,,,,,
3100,OH,Ohio,04,H8OH04088,,Cody James,Slatzer-Rose,"Slatzer-Rose, Cody James",,D,3413,16.1539189700871%,,,,,,,,,,
3101,OH,Ohio,04,n/a,,,,,Party Votes:,D,21128,,,,,,,,,,,
3102,OH,Ohio,04,n/a,,,,,District Votes:,,86965,,,,257405,,,,,,,
3103,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3104,OH,Ohio,05,H8OH05036,(I),Bob,Latta,"Latta, Bob",,R,45732,73.744638307479%,,,176569,62.2561412045117%,,,,,W,
3105,OH,Ohio,05,H8OH05168,,Todd,Wolfrum,"Wolfrum, Todd",,R,10385,16.746218595801%,,,,,,,,,,
3106,OH,Ohio,05,H8OH05176,,Robert,Kreienkamp,"Kreienkamp, Robert",,R,5897,9.5091430967201%,,,,,,,,,,
3107,OH,Ohio,05,n/a,,,,,Party Votes:,R,62014,,,,,,,,,,,
3108,OH,Ohio,05,H8OH05150,,J. Michael,Galbraith,"Galbraith, J. Michael",,D,19317,73.2065032023345%,,,99655,35.1371744288953%,,,,,,
3109,OH,Ohio,05,H6OH05097,,"James, Jr.",Neu,"Neu, James, Jr.",,D,7070,26.7934967976655%,,,,,,,,,,
3110,OH,Ohio,05,n/a,,,,,Party Votes:,D,26387,,,,,,,,,,,
3111,OH,Ohio,05,H0OH04077,,Don,Kissick,"Kissick, Don",,LIB,,,,,7393,2.60668436659298%,,,,,,
3112,OH,Ohio,05,n/a,,,,,District Votes:,,88401,,,,283617,,,,,,,
3113,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3114,OH,Ohio,06,H0OH06189,(I),Bill,Johnson,"Johnson, Bill",,R,50271,84.1045974703875%,,,172774,69.250871778428%,,,,,W,
3115,OH,Ohio,06,H8OH06141,,Robert J.,Blazek,"Blazek, Robert J.",,R,9501,15.8954025296125%,,,,,,,,,,
3116,OH,Ohio,06,n/a,,,,,Party Votes:,R,59772,,,,,,,,,,,
3117,OH,Ohio,06,H8OH06133,,Shawna,Roberts,"Roberts, Shawna",,D,22024,74.5111306583666%,,,76716,30.749128221572%,,,,,,
3118,OH,Ohio,06,H8OH06117,,Werner,Lange,"Lange, Werner",,D,7534,25.4888693416334%,,,,,,,,,,
3119,OH,Ohio,06,n/a,,,,,Party Votes:,D,29558,,,,,,,,,,,
3120,OH,Ohio,06,n/a,,,,,District Votes:,,89330,,,,249490,,,,,,,
3121,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3122,OH,Ohio,07,H0OH18077,(I),Bob,Gibbs,"Gibbs, Bob",,R,42274,77.9244239631336%,,,153117,58.7436169927068%,,,,,W,
3123,OH,Ohio,07,H8OH07149,,Patrick J.,Quinn,"Quinn, Patrick J.",,R,6211,11.4488479262673%,,,,,,,,,,
3124,OH,Ohio,07,H6OH07119,,Terry,Robertson,"Robertson, Terry",,R,5765,10.6267281105991%,,,,,,,,,,
3125,OH,Ohio,07,n/a,,,,,Party Votes:,R,54250,,,,,,,,,,,
3126,OH,Ohio,07,H8OH07123,,Ken,Harbaugh,"Harbaugh, Ken",,D,24042,80.1961372961073%,,,107536,41.2563830072932%,,,,,,
3127,OH,Ohio,07,H8OH07131,,Patrick M.,Pikus,"Pikus, Patrick M.",,D,5937,19.8038627038927%,,,,,,,,,,
3128,OH,Ohio,07,n/a,,,,,Party Votes:,D,29979,,,,,,,,,,,
3129,OH,Ohio,07,n/a,,,,,District Votes:,,84229,,,,260653,,,,,,,
3130,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3131,OH,Ohio,08,H6OH08315,(I),Warren,Davidson,"Davidson, Warren",,R,52351,100%,,,177892,66.5407360581725%,,,,,W,
3132,OH,Ohio,08,n/a,,,,,Party Votes:,R,52351,,,,,,,,,,,
3133,OH,Ohio,08,H8OH08097,,Vanessa,Enoch,"Enoch, Vanessa",,D,11587,57.9060469765117%,,,89451,33.4592639418275%,,,,,,
3134,OH,Ohio,08,H8OH08071,,Ted,Jones,"Jones, Ted",,D,3258,16.2818590704648%,,,,,,,,,,
3135,OH,Ohio,08,H4OH08088,,Matthew J.,Guyette,"Guyette, Matthew J.",,D,2728,13.6331834082959%,,,,,,,,,,
3136,OH,Ohio,08,H8OH08105,,Bill,Ebben,"Ebben, Bill",,D,2437,12.1789105447276%,,,,,,,,,,
3137,OH,Ohio,08,n/a,,,,,Party Votes:,D,20010,,,,,,,,,,,
3138,OH,Ohio,08,n/a,,,,,District Votes:,,72361,,,,267343,,,,,,,
3139,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3140,OH,Ohio,09,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,D,41502,85.5164740063052%,,,157219,67.785217537521%,,,,,W,
3141,OH,Ohio,09,H8OH09095,,Joshua M.,Garcia,"Garcia, Joshua M.",,D,7029,14.4835259936948%,,,,,,,,,,
3142,OH,Ohio,09,n/a,,,,,Party Votes:,D,48531,,,,,,,,,,,
3143,OH,Ohio,09,H8OH09111,,Steven W.,Kraus,"Kraus, Steven W.",,R,10373,49.4470397559348%,,,74670,32.194087187469%,,,,,,
3144,OH,Ohio,09,H8OH09087,,Keith,Colton,"Colton, Keith",,R,6263,29.8550862808657%,,,,,,,,,,
3145,OH,Ohio,09,H0OH10090,,W. Benjamin,Franklin,"Franklin, W. Benjamin",,R,4342,20.6978739631995%,,,,,,,,,,
3146,OH,Ohio,09,n/a,,,,,Party Votes:,R,20978,,,,,,,,,,,
3147,OH,Ohio,09,H8OH09103,,McKenzie,Levindofske,"Levindofske, McKenzie",,W,,,,,48,0.0206952750100243%,,,,,,
3148,OH,Ohio,09,n/a,,,,,District Votes:,,69509,,,,231937,,,,,,,
3149,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3150,OH,Ohio,10,H2OH03067,(I),Mike ,Turner,"Turner, Mike ",,R,43047,79.8171771860862%,,,157554,55.9245508046826%,,,,,W,
3151,OH,Ohio,10,H0OH07104,,John,Anderson,"Anderson, John",,R,6192,11.4811243788474%,,,,,,,,,,
3152,OH,Ohio,10,H0OH07070,,John,Mitchel,"Mitchel, John",,R,4693,8.70169843506638%,,,,,,,,,,
3153,OH,Ohio,10,n/a,,,,,Party Votes:,R,53932,,,,,,,,,,,
3154,OH,Ohio,10,H8OH10119,,Theresa A.,Gasper,"Gasper, Theresa A.",,D,23077,67.0161173224917%,,,118785,42.1633076109411%,,,,,,
3155,OH,Ohio,10,H4OH10167,,Robert,Klepinger,"Klepinger, Robert",,D,8814,25.596050529984%,,,,,,,,,,
3156,OH,Ohio,10,H8OH10101,,Michael,Milisits,"Milisits, Michael",,D,2544,7.38783214752432%,,,,,,,,,,
3157,OH,Ohio,10,n/a,,,,,Party Votes:,D,34435,,,,,,,,,,,
3158,OH,Ohio,10,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,,,,,5387,1.91214158437631%,,,,,,
3159,OH,Ohio,10,n/a,,,,,District Votes:,,88367,,,,281726,,,,,,,
3160,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3161,OH,Ohio,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,D,65905,99.9029847352544%,,,206138,82.2380914386021%,,,,,W,
3162,OH,Ohio,11,H8OH11323,,Felicia Washington,Ross,"Ross, Felicia Washington",,W(D),64,0.0970152647455623%,,,,,,,,,,
3163,OH,Ohio,11,n/a,,,,,Party Votes:,D,65969,,,,,,,,,,,
3164,OH,Ohio,11,H6OH11160,,Beverly A.,Goldstein,"Goldstein, Beverly A.",,R,7017,52.5499887665693%,,,44486,17.7475464772999%,,,,,,
3165,OH,Ohio,11,H8OH11315,,Gregory P.,Dunham,"Dunham, Gregory P.",,R,6336,47.4500112334307%,,,,,,,,,,
3166,OH,Ohio,11,n/a,,,,,Party Votes:,R,13353,,,,,,,,,,,
3167,OH,Ohio,11,H8OH11281,,James Jerome,Bell,"Bell, James Jerome",,W,,,,,36,0.0143620840979813%,,,,,,
3168,OH,Ohio,11,n/a,,,,,District Votes:,,79322,,,,250660,,,,,,,
3169,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3170,OH,Ohio,12,H8OH12180,,Troy,Balderson,"Balderson, Troy",,R,19552,28.7183102729062%,,,175677,51.4206183575445%,,,,,W,"#  Troy Balderson was elected in a special general election on August 7, 2018, to fill the remainder of Rep. Pat Tiberi's term."
3171,OH,Ohio,12,H8OH12248,,Melanie,Leneghan,"Leneghan, Melanie",,R,18777,27.5799770864546%,,,,,,,,,,
3172,OH,Ohio,12,H8OH12263,,Tim,Kane,"Kane, Tim",,R,11491,16.8781763167945%,,,,,,,,,,
3173,OH,Ohio,12,H8OH12222,,Kevin,Bacon,"Bacon, Kevin",,R,9711,14.2636820304926%,,,,,,,,,,
3174,OH,Ohio,12,H8OH12206,,Carol,O'Brien,"O'Brien, Carol",,R,4415,6.48482712023736%,,,,,,,,,,
3175,OH,Ohio,12,H8OH12198,,Jon,Halverstadt,"Halverstadt, Jon",,R,1130,1.65976322669722%,,,,,,,,,,
3176,OH,Ohio,12,H8OH12305,,"Mick, Jr.",Shoemaker,"Shoemaker, Mick, Jr.",,R,802,1.17799124585059%,,,,,,,,,,
3177,OH,Ohio,12,H8OH12255,,Lawrence ,Cohen,"Cohen, Lawrence ",,R,798,1.17211597779149%,,,,,,,,,,
3178,OH,Ohio,12,H8OH12289,,Pat,Manley,"Manley, Pat",,R,788,1.15742780764372%,,,,,,,,,,
3179,OH,Ohio,12,H0OH15099,,John,Adams,"Adams, John",,R,618,0.907728915131753%,,,,,,,,,,
3180,OH,Ohio,12,n/a,,,,,Party Votes:,R,68082,,,,,,,,,,,
3181,OH,Ohio,12,H8OH12297,,Danny,O'Connor,"O'Connor, Danny",,D,18211,40.5229194481531%,,,161251,47.198131404637%,,,,,,
3182,OH,Ohio,12,H8OH12271,,John,Russell,"Russell, John",,D,7310,16.2661326212728%,,,,,,,,,,
3183,OH,Ohio,12,H8OH12164,,Zach,Scott,"Scott, Zach",,D,7236,16.1014686248331%,,,,,,,,,,
3184,OH,Ohio,12,H8OH12214,,Jackie,Patton,"Patton, Jackie",,D,6299,14.016466399644%,,,,,,,,,,
3185,OH,Ohio,12,H6OH12127,,Ed,Albertson,"Albertson, Ed",,D,3531,7.85714285714286%,,,,,,,,,,
3186,OH,Ohio,12,H8OH12131,,Doug,Wilson,"Wilson, Doug",,D,1683,3.74499332443258%,,,,,,,,,,
3187,OH,Ohio,12,H8OH12149,,John,Peters,"Peters, John",,D,670,1.49087672452158%,,,,,,,,,,
3188,OH,Ohio,12,n/a,,,,,Party Votes:,D,44940,,,,,,,,,,,
3189,OH,Ohio,12,H6OH12119,,Joe,Manchik,"Manchik, Joe",,GRE,181,100%,,,4718,1.38095753804365%,,,,,,
3190,OH,Ohio,12,n/a,,,,,Party Votes:,GRE,181,,,,,,,,,,,
3191,OH,Ohio,12,H8OH12321,,Marc,Fagin,"Fagin, Marc",,W,,,,,1,0.000292699774913873%,,,,,,
3192,OH,Ohio,12,n/a,,,,,District Votes:,,113203,,,,341647,,,,,,,
3193,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3194,OH,Ohio,13,H2OH17109,(I),Tim,Ryan,"Ryan, Tim",,D,54967,87.1523703821151%,,,153323,60.994947686677%,,,,,W,
3195,OH,Ohio,13,H4OH00028,,John Stephen,Luchansky,"Luchansky, John Stephen",,D,4908,7.78182971301728%,,,,,,,,,,
3196,OH,Ohio,13,H8OH13121,,Robert,Crow,"Crow, Robert",,D,3195,5.06579990486761%,,,,,,,,,,
3197,OH,Ohio,13,n/a,,,,,Party Votes:,D,63070,,,,,,,,,,,
3198,OH,Ohio,13,H8OH13147,,Chris,DePizzo,"DePizzo, Chris",,R,24296,100%,,,98047,39.005052313323%,,,,,,
3199,OH,Ohio,13,n/a,,,,,Party Votes:,R,24296,,,,,,,,,,,
3200,OH,Ohio,13,n/a,,,,,District Votes:,,87366,,,,251370,,,,,,,
3201,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3202,OH,Ohio,14,H2OH14064,(I),David P. ,Joyce,"Joyce, David P. ",,R,50317,100%,,,169809,55.2479518997391%,,,,,W,
3203,OH,Ohio,14,n/a,,,,,Party Votes:,R,50317,,,,,,,,,,,
3204,OH,Ohio,14,H8OH14111,,Betsy,Rader,"Rader, Betsy",,D,36077,100%,,,137549,44.7520481002609%,,,,,,
3205,OH,Ohio,14,n/a,,,,,Party Votes:,D,36077,,,,,,,,,,,
3206,OH,Ohio,14,n/a,,,,,District Votes:,,86394,,,,307358,,,,,,,
3207,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,
3208,OH,Ohio,15,H8OH15076,(I),Steve,Stivers,"Stivers, Steve",,R,49549,100%,,,170593,58.3337607670555%,,,,,W,
