FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H6IL02124,IL,02,Jesse L.,"Jackson, Jr.","Jackson, Jesse L., Jr.",,D,100370,85.3283231883565%,,,151443,82.30150535297%,,,(I),
H2IL02123,IL,02,Yvonne L.,Christian-Williams,"Christian-Williams, Yvonne L.",,D,11757,9.9950692012106%,,,,,,,,
H2IL02107,IL,02,Anthony W.,Williams,"Williams, Anthony W.",,D,5501,4.67660761043289%,,,,,,,,
,IL,02,,,   ,Total Party Votes:,D,117628,,,,,,,,,
H2IL02115,IL,02,Doug,Nelson,"Nelson, Doug",,R,10494,100%,,,32567,17.6984946470301%,,,,
,IL,02,,,   ,Total Party Votes:,R,10494,,,,,,,,,
,IL,02,,,   ,Total District Votes:,,128122,,,,184010,,,,,
H2IL05019,IL,03,William O.,Lipinski,"Lipinski, William O.",,D,90051,100%,,,156042,100%,,,(I),
,IL ,03,,,   ,Total Party Votes:,D,90051,,,,,,,,,
,IL,03,,,   ,Total District Votes:,,90051,,,,156042,,,,,
H2IL08039,IL,04,Luis V.,Gutierrez,"Gutierrez, Luis V.",,D,38338,68.2231515259365%,,,67339,79.6788659732822%,,,(I),
H2IL04111,IL,04,Martin R.,Castro,"Castro, Martin R.",,D,12008,21.3684491502803%,,,,,,,,
H2IL05035,IL,04,John Joseph,Holowinski,"Holowinski, John Joseph",,D,5849,10.4083993237833%,,,,,,,,
,IL,04,,,   ,Total Party Votes:,D,56195,,,,,,,,,
H2IL04129,IL,04,"Anthony J. ""Tony""",Lopez-Cisneros,"Lopez-Cisneros, Anthony J. ""Tony""",,R,5721,100%,,,12778,15.1195674038314%,,,,
,IL,04,,,   ,Total Party Votes:,R,5721,,,,,,,,,
H8IL01072,IL,04,Maggie,Kohls,"Kohls, Maggie",,LBT,18,72%,,,4396,5.20156662288642%,,,,
H2IL04137,IL,04,Martin ,Pankau,"Pankau, Martin ",,LBT,7,28%,,,,,,,,
,IL,04,,,   ,Total Party Votes:,LBT,25,,,,,,,,,
,IL,04,,,   ,Total District Votes:,,61941,,,,84513,,,,,
H2IL05092,IL,05,Rahm,Emanuel,"Emanuel, Rahm",,D,46774,50.4982456140351%,,,106514,66.807162793615%,,,,
H2IL05076,IL,05,Nancy,Kaszak,"Kaszak, Nancy",,D,35716,38.5597840755736%,,,,,,,,
H2IL05100,IL,05,Peter,Dagher,"Dagher, Peter",,D,4145,4.47503373819163%,,,,,,,,
H8IL05032,IL,05,Stanley,Niziolek,"Niziolek, Stanley",,D,1698,1.8331983805668%,,,,,,,,
H2IL05142,IL,05,Mark A.,Fredrickson,"Fredrickson, Mark A.",,D,1202,1.29770580296896%,,,,,,,,
H4IL05072,IL,05,Ray (the Angel),Lear,"Lear, Ray (the Angel)",,D,1094,1.18110661268556%,,,,,,,,
H2IL05159,IL,05,Paul A.,Rauner,"Rauner, Paul A.",,D,1043,1.12604588394062%,,,,,,,,
H6IL05093,IL,05,Joseph,Slovinec,"Slovinec, Joseph",,D,953,1.02887989203779%,,,,,,,,
,IL,05,,,   ,Total Party Votes:,D,92625,,,,,,,,,
H2IL05126,IL,05,Mark A.,Augusti,"Augusti, Mark A.",,R,5753,40.8680826880728%,,,46008,28.8569009314141%,,,,
H2IL05167,IL,05,William F.,Hurley,"Hurley, William F.",,R,5678,40.3352987142147%,,,,,,,,
H2IL05134,IL,05,Gene,Urbaszewski,"Urbaszewski, Gene",,R,2632,18.6971655892591%,,,,,,,,
H2IL00051,IL,05,Gene,Koprowski,"Koprowski, Gene",,W(R),14,0.0994530084535057%,,,,,,,,
,IL,05,,,   ,Total Party Votes:,R,14077,,,,,,,,,
H2IL05175,IL,05,Frank,Gonzalez,"Gonzalez, Frank",,LBT,36,100%,,,6913,4.33593627497099%,,,,
,IL,05,,,   ,Total Party Votes:,LBT,36,,,,,,,,,
,IL,05,,,   ,Total District Votes:,,106738,,,,159435,,,,,
H6IL06026,IL,06,Henry J.,Hyde,"Hyde, Henry J.",,R,66584,100%,,,113174,65.0904113370756%,,,(I),
,IL,06,,,   ,Total Party Votes:,R,66584,,,,,,,,,
H4IL06039,IL,06,Tom ,Berry,"Berry, Tom ",,D,26791,100%,,,60698,34.9095886629245%,,,,
,IL,06,,,   ,Total Party Votes:,D,26791,,,,,,,,,
,IL,06,,,   ,Total District Votes:,,93375,,,,173872,,,,,
H4IL07037,IL,07,Danny K.,Davis,"Davis, Danny K.",,D,92960,100%,,,137933,83.2144839402495%,,,(I),
,IL,07,,,   ,Total Party Votes:,D,92960,,,,,,,,,
H2IL07080,IL,07,Mark ,Tunney,"Tunney, Mark ",,R,5445,58.4478316874195%,,,25280,15.2513332850696%,,,,
H2IL07072,IL,07,Byron F.,Reed,"Reed, Byron F.",,R,2048,21.9836839845427%,,,,,,,,
H0IL07084,IL,07,Robert,Dallas,"Dallas, Robert",,R,1823,19.5684843280378%,,,,,,,,
,IL,07,,,   ,Total Party Votes:,R,9316,,,,,,,,,
H2IL04137,IL,07,Martin ,Pankau,"Pankau, Martin ",,LBT,,,,,2543,1.53418277468086%,,,,
,IL,07,,,   ,Total District Votes:,,102276,,,,165756,,,,,
H6IL12016,IL,08,Philip M.,Crane,"Crane, Philip M.",,R,59051,100%,,,95275,57.4201752588503%,,,(I),
,IL ,08,,,   ,Total Party Votes:,R,59051,,,,,,,,,
H2IL08088,IL,08,Melissa L.,Bean,"Bean, Melissa L.",,D,26382,100%,,,70626,42.5647577835903%,,,,
,IL ,08,,,   ,Total Party Votes:,D,26382,,,,,,,,,
,IL,08,Chuck,Kelecic,"Kelecic, Chuck ",,W, ,,,,25,0.0150669575593939%,,,,
,IL ,08,,,   ,Total District Votes:,,85433,,,,165926,,,,,
H8IL09067,IL,09,Janice D.,Schakowsky,"Schakowsky, Janice D.",,D,69020,100%,,,118642,70.2705584117132%,,,(I),
,IL,09,,,   ,Total Party Votes:,D,69020,,,,,,,,,
H2IL09102,IL,09,Nicholas M.,Duric,"Duric, Nicholas M.",,R,,,,,45307,26.8349167239214%,,,,
H0IL04057,IL,09,"Stephanie ""Vs. The Machine""",Sailor,"Sailor, Stephanie ""Vs. The Machine""",,LBT,,,,,4887,2.89452486436542%,,,,
,IL,09,,,   ,Total District Votes:,,69020,,,,168836,,,,,
H0IL10120,IL,10,Mark Steven,Kirk,"Kirk, Mark Steven",,R,47477,100%,,,128611,68.8086843470957%,,,(I),
,IL ,10,,,   ,Total Party Votes:,R,47477,,,,,,,,,
H2IL10043,IL,10,"Henry H. ""Hank""","Perritt, Jr.","Perritt, Henry H. ""Hank,"" Jr.",,D,39323,100%,,,58300,31.1913156529043%,,,,
,IL,10,,,   ,Total Party Votes:,D,39323,,,,,,,,,
,IL ,10,,,   ,Total District Votes:,,86800,,,,186911,,,,,
H4IL11096,IL,11,"Gerald C. ""Jerry""",Weller,"Weller, Gerald C. ""Jerry""",,R,52459,100%,,,124192,64.319859129399%,,,(I),
,IL,11,,,   ,Total Party Votes:,R,52459,,,,,,,,,
H2IL11090,IL,11,Keith S.,Van Duyne,"Van Duyne, Keith S.",,D,35005,99.9628762350791%,,,68893,35.680140870601%,,,,
,IL,11,Charles M.,Hughes,"Hughes, Charles M.",,W(D),13,0.0371237649208978%,,,,,,,,
,IL,11,,,   ,Total Party Votes:,D,35018,,,,,,,,,
,IL,11,,,   ,Total District Votes:,,87477,,,,193085,,,,,
H8IL21021,IL,12,Jerry F.,Costello,"Costello, Jerry F.",,D,58195,100%,,,131580,69.2453425955163%,,,(I),
,IL,12,,,   ,Total Party Votes:,D,58195,,,,,,,,,
H2IL12072,IL,12,David,Sadler,"Sadler, David",,R,15019,66.0902090209021%,,,58440,30.7546574044837%,,,,
H2IL12064,IL,12,Patricia Elaine,Beard,"Beard, Patricia Elaine",,R,7706,33.9097909790979%,,,,,,,,
,IL,12,,,   ,Total Party Votes:,R,22725,,,,,,,,,
,IL,12,,,   ,Total District Votes:,,80920,,,,190020,,,,,
H8IL13069,IL,13,Judy,Biggert,"Biggert, Judy",,R,70691,,,,139546,70.2595473655061%,,,(I),
,IL ,13,,,   ,Total Party Votes:,R,70691,,,,,,,,,
H0IL13058,IL,13,Tom ,Mason,"Mason, Tom ",,D,,,,,59069,29.7404526344939%,,,,
,IL ,13,,,   ,Total District Votes:,,70691,,,,198615,,,,,
H6IL14095,IL,14,J.  Dennis,Hastert,"Hastert, J.  Dennis",,R,74976,100%,,,135198,74.1367492309295%,,,(I),
,IL ,14,,,   ,Total Party Votes:,R,74976,,,,,,,,,
H2IL14060,IL,14,Laurence J. ,Quick,"Quick, Laurence J. ",,D,,,,,47165,25.8632507690705%,,,,
,IL,14,,,   ,Total District Votes:,,74976,,,,182363,,,,,
H0IL15053,IL,15,Timothy V.,Johnson,"Johnson, Timothy V.",,R,70520,100%,,,134650,65.1688873616401%,,,(I),
,IL,15,,,   ,Total Party Votes:,R,70520,,,,,,,,,
H2IL15067,IL,15,Joshua T. ,Hartke,"Hartke, Joshua T. ",,D,,,,,64131,31.0385883058993%,,,,
H2IL15075,IL,15,Carl ,Estabrook,"Estabrook, Carl ",,ILG,,,,,7836,3.79252433246054%,,,,
,IL,15,,,   ,Total District Votes:,,70520,,,,206617,,,,,
H0IL16085,IL,16,Donald A.,Manzullo,"Manzullo, Donald A.",,R,69476,100%,,,133339,70.6143718853766%,,,(I),
,IL ,16,,,   ,Total Party Votes:,R,69476,,,,,,,,,
H2IL16032,IL,16,John,Kutsch,"Kutsch, John",,D,27702,100%,,,55488,29.3856281146234%,,,,
,IL,16,,,   ,Total Party Votes:,D,27702,,,,,,,,,
,IL ,16,,,   ,Total District Votes:,,97178,,,,188827,,,,,
H2IL19010,IL,17,Lane ,Evans,"Evans, Lane ",,D,48583,100%,,,127093,62.419209083944%,,,(I),
,IL,17,,,   ,Total Party Votes:,D,48583,,,,,,,,,
H2IL17048,IL,17,Peter,Calderone,"Calderone, Peter",,R,22435,58.2984694540446%,,,76519,37.580790916056%,,,,
H2IL17055,IL,17,Tony,Rees,"Rees, Tony",,R,16048,41.7015305459554%,,,,,,,,
,IL,17,,,   ,Total Party Votes:,R,38483,,,,,,,,,
,IL,17,,,   ,Total District Votes:,,87066,,,,203612,,,,,
H4IL18059,IL,18,Ray,LaHood,"LaHood, Ray",,R,74092,100%,,,192567,100%,,,(I),
,IL,18,,,   ,Total Party Votes:,R,74092,,,,,,,,,
,IL,18,,,   ,Total District Votes:,,74092,,,,192567,,,,,
H2IL20042,IL,19,John M.,Shimkus,"Shimkus, John M.",,R,52191,100%,,,133956,54.7937809083212%,,,(I),
,IL,19,,,   ,Total Party Votes:,R,52191,,,,,,,,,
H8IL19066,IL,19,David D.,Phelps,"Phelps, David D.",,D,48154,83.367670227316%,,,110517,45.2062190916788%,,,(I),
H8IL20015,IL,19,Vic,Roberts,"Roberts, Vic",,D,9607,16.632329772684%,,,,,,,,
,IL,19,,,   ,Total Party Votes:,D,57761,,,,,,,,,
,IL,19,,,   ,Total District Votes:,,109952,,,,244473,,,,,
,IL, ,,,   ,Total State Votes:,,1697520,,,,3429136,,,,,
,IN,,,,   ,,,,,,,,,,,,
H4IN01012,IN,01,Peter J.,Visclosky,"Visclosky, Peter J.",,D,57099,85.580035971223%,,,90443,66.9397754438943%,,,(I),
H6IN03088,IN,01,Ralph,Spelbring,"Spelbring, Ralph",,D,9621,14.419964028777%,,,,,,,,
,IN,01,,,   ,Total Party Votes:,D,66720,,,,,,,,,
H8IN01096,IN,01,Mark J.,Leyva,"Leyva, Mark J.",,R,9546,59.6215102117294%,,,41909,31.0181998504933%,,,,
H8IN01088,IN,01,Cyril B. (Cy),Huerter,"Huerter, Cyril B. (Cy)",,R,6465,40.3784897882706%,,,,,,,,
,IN,01,,,   ,Total Party Votes:,R,16011,,,,,,,,,
,IN,01,Timothy P.,Brennan,"Brennan, Timothy P.",,LBT,*,,,,2759,2.04202470561242%,,,,
,IN,01,,,   ,Total District Votes:,,82731,,,,135111,,,,,
H2IN03111,IN,02,Chris,Chocola,"Chocola, Chris",,R,30176,78.1903453994248%,,,95081,50.4520901208757%,,,,
H2IN02162,IN,02,Lewis F. (Farmer),Hass,"Hass, Lewis F. (Farmer)",,R,8417,21.8096546005752%,,,,,,,,
,IN,02,,,   ,Total Party Votes:,R,38593,,,,,,,,,
H6IN05026,IN,02,Jill Long,Thompson,"Thompson, Jill Long",,D,19628,52.4953196041722%,,,86253,45.7677572721774%,,,,
H2IN02139,IN,02,Mark J.,Meissner,"Meissner, Mark J.",,D,7151,19.125434608184%,,,,,,,,
H2IN02147,IN,02,William E.,Alexa,"Alexa, William E.",,D,5546,14.8328430061514%,,,,,,,,
H2IN02154,IN,02,Kathy Cekanski,Farrand,"Farrand, Kathy Cekanski",,D,2792,7.46723722920567%,,,,,,,,
H0IN03115,IN,02,Steven W.,Osborn,"Osborn, Steven W.",,D,2273,6.07916555228671%,,,,,,,,
,IN,02,,,   ,Total Party Votes:,D,37390,,,,,,,,,
,IN,02,Sharon,Metheny,"Metheny, Sharon",,LBT,*,,,,7112,3.7737851404557%,,,,
,IN,02,M. Myer,Blatt,"Blatt, M. Myer",,W,,,,,6,0.0031837332456038%,,,,
,IN,02,James A.,Mello,"Mello, James A.",,W,,,,,6,0.0031837332456038%,,,,
,IN,02,,,   ,Total District Votes:,,75983,,,,188458,,,,,
H4IN04099,IN,03,Mark E.,Souder,"Souder, Mark E.",,R,53186,59.5567898054937%,,,92566,63.1392985280275%,,,(I),
H0IN04030,IN,03,Paul,Helmke,"Helmke, Paul",,R,33038,36.995397691007%,,,,,,,,
H2IN03145,IN,03,William R.,Larsen,"Larsen, William R.",,R,3079,3.44781250349932%,,,,,,,,
,IN,03,,,   ,Total Party Votes:,R,89303,,,,,,,,,
H2IN03129,IN,03,Jay,Rigdon,"Rigdon, Jay",,D,9217,100%,,,50509,34.4522052303453%,,,,
,IN,03,,,   ,Total Party Votes:,D,9217,,,,,,,,,
H0IN04154,IN,03,Mike,Donlan,"Donlan, Mike",,LBT,*,,,,3531,2.40849624162722%,,,,
,IN,03,,,   ,Total District Votes:,,98520,,,,146606,,,,,
H2IN05025,IN,04,Steve,Buyer,"Buyer, Steve",,R,44608,54.611118592608%,,,112760,71.3634752670751%,,,(I),
H0IN07074,IN,04,Brian,Kerns,"Kerns, Brian",,R,24443,29.9242192377851%,,,,,,,(I),
H2IN04077,IN,04,R. Michael,Young,"Young, R. Michael",,R,6605,8.08613787446592%,,,,,,,,
H2IN04093,IN,04,Thomas J.,Herr,"Herr, Thomas J.",,R,2684,3.28587343755739%,,,,,,,,
H2IN04085,IN,04,Tim,Baynard,"Baynard, Tim",,R,1754,2.14732563691343%,,,,,,,,
H2IN04069,IN,04,Bob,Smith,"Smith, Bob",,R,1589,1.94532522067015%,,,,,,,,
,IN,04,,,   ,Total Party Votes:,R,81683,,,,,,,,,
H2IN04101,IN,04,Bill,Abbott,"Abbott, Bill",,D,,,,,41314,26.1467773783606%,,,,
,IN,04,Jerry L.,Susong,"Susong, Jerry L.",,LBT,*,,,,3934,2.48974735456433%,,,,
,IN,04,,,   ,Total District Votes:,,81683,,,,158008,,,,,
H2IN02060,IN,05,Dan,Burton,"Burton, Dan",,R,65022,83.8106777345261%,,,129442,71.9701982152289%,,,(I),
H6IN06024,IN,05,George Thomas,Holland,"Holland, George Thomas",,R,12560,16.1893222654739%,,,,,,,,
,IN,05,,,   ,Total Party Votes:,R,77582,,,,,,,,,
H2IN05058,IN,05,Katherine Fox,Carr,"Carr, Katherine Fox",,D,5349,37.473728457335%,,,45283,25.1775041005254%,,,,
H2IN05041,IN,05,Jerry,Hall,"Hall, Jerry",,D,3758,26.3275886226706%,,,,,,,,
H2IN05033,IN,05,Mike,Brinegar,"Brinegar, Mike",,D,3635,25.4658820232591%,,,,,,,,
H0IN06084,IN,05,Darin Patrick,Griesey,"Griesey, Darin Patrick",,D,1532,10.7328008967353%,,,,,,,,
,IN,05,,,   ,Total Party Votes:,D,14274,,,,,,,,,
,IN,05,Christopher,Adkins,"Adkins, Christopher",,LBT,*,,,,5130,2.85229768424564%,,,,
,IN,05,,,   ,Total District Votes:,,91856,,,,179855,,,,,
H8IN02060,IN,06,Mike ,Pence,"Pence, Mike ",,R,55142,100%,,,118436,63.794282882582%,,,(I),
,IN,06,,,   ,Total Party Votes:,R,55142,,,,,,,,,
H2IN06148,IN,06,Melina (Mel),Fox,"Fox, Melina (Mel)",,D,29450,100%,,,63871,34.4034300549951%,,,,
,IN,06,,,   ,Total Party Votes:,D,29450,,,,,,,,,
,IN,06,Doris,Robertson,"Robertson, Doris",,LBT,*,,,,3346,1.80228706242291%,,,,
H2IN06155,IN,06,Jeff,Davis,"Davis, Jeff",,LBT,,,,,,,,,,
,IN,06,,,   ,Total District Votes:,,84592,,,,185653,,,,,
H6IN10141,IN,07,Julia M.,Carson,"Carson, Julia M.",,D,24807,90.7949637654637%,,,77478,53.1253428414701%,,,(I),
H6IN10208,IN,07,Bob (Citizen Kern),Hidalgo,"Hidalgo, Bob (Citizen Kern)",,D,2515,9.20503623453627%,,,,,,,,
,IN,07,,,   ,Total Party Votes:,D,27322,,,,,,,,,
H0IN10094,IN,07,Brose A.,McVey,"McVey, Brose A.",,R,17875,68.9382544641135%,,,64379,44.1435820076797%,,,,
H8IN10097,IN,07,Jack,Reynolds,"Reynolds, Jack",,R,8054,31.0617455358865%,,,,,,,,
,IN,07,,,   ,Total Party Votes:,R,25929,,,,,,,,,
,IN,07,Andrew M.,Horning,"Horning, Andrew M.",,LBT,*,,,,3919,2.68719144267691%,,,,
,IN,07,James (Jim) Kell,Jeffries,"Jeffries, James (Jim) Kell",,W, ,,,,64,0.0438837081733407%,,,,
,IN,07,,,   ,Total District Votes:,,53251,,,,145840,,,,,
H4IN08108,IN,08,John N.,Hostettler,"Hostettler, John N.",,R,29673,100%,,,98952,51.3063541855702%,,,(I),
,IN,08,,,   ,Total Party Votes:,R,29673,,,,,,,,,
H2IN08060,IN,08,Bryan,Hartke,"Hartke, Bryan",,D,40174,69.2595465908111%,,,88763,46.0233842324942%,,,,
H0IN07066,IN,08,Michael,Graf,"Graf, Michael",,D,17831,30.7404534091889%,,,,,,,,
,IN,08,,,   ,Total Party Votes:,D,58005,,,,,,,,,
,IN,08,Pam,Williams,"Williams, Pam",,LBT,*,,,,5150,2.67026158193555%,,,,
,IN,08,,,   ,Total District Votes:,,87678,,,,192865,,,,,
H8IN09032,IN,09,Baron P.,Hill,"Hill, Baron P.",,D,49910,100%,,,96654,51.1513201416195%,,,(I),
,IN,09,,,   ,Total Party Votes:,D,49910,,,,,,,,,
H2IN09084,IN,09,Mike,Sodrel,"Sodrel, Mike",,R,15109,44.5299145299145%,,,87169,46.1316595839265%,,,,
H2IN09092,IN,09,Chris,Redmon,"Redmon, Chris",,R,9380,27.6451517830828%,,,,,,,,
H2IN09100,IN,09,Jeff,Ellington,"Ellington, Jeff",,R,6684,19.6993810786914%,,,,,,,,
H2IN09118,IN,09,David,Fowler,"Fowler, David",,R,2757,8.12555260831123%,,,,,,,,
,IN,09,,,   ,Total Party Votes:,R,33930,,,,,,,,,
H2IN00018,IN,09,Jeff,Melton,"Melton, Jeff",,GRN,,,,,2745,1.45271146345465%,,,,
H2IN09126,IN,09,Al,Cox,"Cox, Al",,LBT,*,,,,2389,1.26430881099933%,,,,
,IN,09,,,   ,Total District Votes:,,83840,,,,188957,,,,,
,IN,,,,   ,Total State Votes:,,740134,,,,1521353,,,,,5
,IA,,,,   ,,,,,,,,,,,,
S4IA00020,IA,S,Tom,Harkin,"Harkin, Tom",,D,83505,99.3397573162027%,,,554278,54.1776507098698%,,,(I),
,IA,S,,Scattered,Scattered ,,W(D),555,0.660242683797288%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,D,84060,,,,,,,,,
S0IA00077,IA,S,Greg,Ganske,"Ganske, Greg",,R,116229,58.9707553679425%,,,447892,43.7789995845857%,,,,
S0IA00085,IA,S,Bill,Salier,"Salier, Bill",,R,80700,40.9445143483379%,,,,,,,,
,IA,S,,Scattered,Scattered ,,W(R),167,0.0847302837196087%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,R,197096,,,,,,,,,
S2IA00107,IA,S,Timothy A.,Harthan,"Harthan, Timothy A.",,IG,,,,,11340,1.10842313613371%,,,,
,IA,S,,Scattered,Scattered ,,W(IG),102,100%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,IG,102,,,,,,,,,
S2IA00115,IA,S,Richard J.,Moore,"Moore, Richard J.",,LBT,,,,,8864,0.86640764362339%,,,,
,IA,S,,,Scattered ,,W, ,,,,701,0.0685189257874545%,,,,
,IA,S,,,   ,Total State Votes:,,281258,,,,1023075,,,,,
H0IA02040,IA,01,Jim,Nussle,"Nussle, Jim",,R,26648,99.4959489228242%,,,112280,57.1530375913059%,,,(I),
,IA,01,,Scattered,Scattered ,,W(R),135,0.504051077175821%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,R,26783,,,,,,,,,
H2IA01030,IA,01,Ann,Hutchinson,"Hutchinson, Ann",,D,12235,58.7995001922338%,,,83779,42.6453895294088%,,,,
H2IA03028,IA,01,Dave,Nagle,"Nagle, Dave",,D,7799,37.4807766243752%,,,,,,,,
H2IA01048,IA,01,Denny,Heath,"Heath, Denny",,D,740,3.55632449058055%,,,,,,,,
,IA,01,,Scattered,Scattered ,,W(D),34,0.163398692810458%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,D,20808,,,,,,,,,
,IA,01,,Scattered,Scattered ,,W(IG),12,100%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,IG,12,,,,,,,,,
,IA,01,,Scattered,Scattered ,,W,,,,,396,0.201572879285333%,,,,
,IA,01,,,   ,Total District Votes:,,47603,,,,196455,,,,,
H6IA01015,IA,02,Jim,Leach,"Leach, Jim",,R,24441,99.3698162302813%,,,108130,52.1935985248901%,,,(I),
,IA,02,,Scattered,Scattered ,,W(R),155,0.630183769718653%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,R,24596,,,,,,,,,
H2IA02038,IA,02,Julie,Thomas,"Thomas, Julie",,D,14367,99.584113121231%,,,94767,45.7433714178143%,,,,
,IA,02,,Scattered,Scattered ,,W(D),60,0.415886878768975%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,D,14427,,,,,,,,,
H2IA02046,IA,02,Kevin,Litten,"Litten, Kevin",,LBT,,,,,4178,2.01669152535828%,,,,
,IA,02,,Scattered,Scattered ,,W,,,,,96,0.0463385319373851%,,,,
,IA,02,,Scattered,Scattered ,,W(IG),21,100%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,IG,21,,,,,,,,,
,IA,02,,,   ,Total District Votes:,,39044,,,,207171,,,,,
H6IA03144,IA,03,Leonard L.,Boswell,"Boswell, Leonard L.",,D,21623,99.4206630189894%,,,115367,53.4143574785286%,,,(I),
,IA,03,,Scattered,Scattered ,,W(D),126,0.579336981010621%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,D,21749,,,,,,,,,
H2IA04067,IA,03,Stan,Thompson,"Thompson, Stan",,R,29530,99.585202171787%,,,97285,45.0424798018381%,,,,
,IA,03,,Scattered,Scattered ,,W(R),123,0.414797828212997%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,R,29653,,,,,,,,,
H2IA03077,IA,03,Jeffrey J.,Smith,"Smith, Jeffrey J.",,LBT,,,,,2689,1.24499386531472%,,,,
H0IA04079,IA,03,Edwin B.,Fruit,"Fruit, Edwin B.",,SWP,,,,,569,0.263444220663472%,,,,
,IA,03,,Scattered,Scattered ,,W,,,,,75,0.0347246336551149%,,,,
,IA,03,,Scattered,Scattered ,,W(IG),19,100%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,IG,19,,,,,,,,,
,IA,03,,,   ,Total District Votes:,,51421,,,,215985,,,,,
H4IA05102,IA,04,Tom,Latham,"Latham, Tom",,R,38321,88.5134198734236%,,,115430,54.7648191902227%,,,(I),
H2IA04091,IA,04,Gail E.,Boliver,"Boliver, Gail E.",,R,4956,11.4473137155264%,,,,,,,,
,IA,04,,Scattered,Scattered ,,W(R),17,0.03926641105003%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,R,43294,,,,,,,,,
H2IA04075,IA,04,John,Norris,"Norris, John",,D,13905,99.7060088914384%,,,90784,43.0717261142266%,,,,
,IA,04,,Scattered,Scattered ,,W(D),41,0.293991108561595%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,D,13946,,,,,,,,,
H2IA04109,IA,04,Terry L.,Wilson,"Wilson, Terry L.",,LBT,,,,,2952,1.40055225027755%,,,,
H0IA03089,IA,04,Jim ,Hennager,"Hennager, Jim ",,OE,,,,,1544,0.732538168844355%,,,,
,IA,04,,Scattered,Scattered ,,W,,,,,64,0.0303642764287815%,,,,
,IA,04,,Scattered,Scattered ,,W(IG),11,100%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,IG,11,,,,,,,,,
,IA,04,,,   ,Total District Votes:,,57251,,,,210774,,,,,
H2IA05072,IA,05,Steve,King,"King, Steve",,R,16503,30.2840679707858%,WINNER,,113257,62.148191640556%,,,,
H2IA05064,IA,05,John,Redwine,"Redwine, John",,R,13428,24.6412449076963%,*,,,,,,,
H2IA05049,IA,05,Brent,Siegrist,"Siegrist, Brent",,R,12978,23.8154659228539%,*,,,,,,,
H2IA05031,IA,05,Jeff,Ballenger,"Ballenger, Jeff",,R,11563,21.2188497816273%,*,,,,,,,
,IA,05,,Scattered,Scattered ,,W(R),22,0.040371417036738%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,R,54494,,,,,,,,,
H2IA05056,IA,05,Paul,Shomshor,"Shomshor, Paul",,D,7122,99.5526977914453%,,,68853,37.7821188891389%,,,,
,IA,05,,Scattered,Scattered ,,W(D),32,0.447302208554655%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,D,7154,,,,,,,,,
,IA,05,,Scattered,Scattered ,,W,,,,,127,0.0696894703051521%,,,,
,IA,05,,Scattered,Scattered ,,W(IG),6,100%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,IG,6,,,,,,,,,
,IA,05,,,,Total District Votes:,,61654,,,,182237,,,,,6
,IA,,,,   ,Total State Votes:,,256973,,,,1012622,,,,,
,KS,,,,   ,,,,,,,,,,,,
S6KS00080,KS,S,Pat,Roberts,"Roberts, Pat",,R,233642,83.7027510183318%,,,641075,82.5223659651155%,,,(I),
S6KS00114,KS,S,Tom,Oyler,"Oyler, Tom",,R,45491,16.2972489816682%,,,,,,,,
,KS,S,,,   ,Total Party Votes:,R,279133,,,,,,,,,
S6KS00205,KS,S,Steven A.,Rosile,"Rosile, Steven A.",,LBT,*,,,,70725,9.10407414558795%,,,,
S2KS00089,KS,S,George,Cook,"Cook, George",,REF,*,,,,65050,8.37355988929652%,,,,
,KS,S,,,   ,Total State Votes:,,279133,,,,776850,,,,,
H6KS01096,KS,01,Jerry,Moran,"Moran, Jerry",,R,77435,100%,,,189976,91.0889380085443%,,,(I),
,KS,01,,,   ,Total Party Votes:,R,77435,,,,,,,,,
H0KS01081,KS,01,Jack,Warner,"Warner, Jack",,LBT,*,,,,18585,8.91106199145574%,,,,
,KS,01,,,   ,Total District Votes:,,77435,,,,208561,,,,,
H6KS02227,KS,02,Jim,Ryun,"Ryun, Jim",,R,55586,100%,,,127477,60.4222261194348%,,,(I),
,KS,02,,,   ,Total Party Votes:,R,55586,,,,,,,,,
